season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,games,goals,assists,points,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,gaa,saves,sv_pct,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg
2023,Monmouth Hawks,18, Julianna Caccamo,"Caccamo, Julianna", Julianna,Caccamo,Sr,F,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Monmouth Hawks,11, Brianna Russo,"Russo, Brianna", Brianna,Russo,Sr,FM,1,0,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Monmouth Hawks,5, Kelly DeGaetano,"DeGaetano, Kelly", Kelly,DeGaetano,So,M,1,0,1,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Monmouth Hawks,16, Emily De Almeida,"De Almeida, Emily", Emily,De Almeida,Fr,M,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,8, Eliza Bentler,"Bentler, Eliza", Eliza,Bentler,So,F,4,3,4,2,1,5,10,3,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,23, Maddie Ditta,"Ditta, Maddie", Maddie,Ditta,So,M,4,3,4,NA,1,1,3,1,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,18, Reeve Borseth,"Borseth, Reeve", Reeve,Borseth,So,D,4,4,4,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,1, Ashlyn Dvorak,"Dvorak, Ashlyn", Ashlyn,Dvorak,Fr,GK,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,360:00,3,0.75,10,0.769,2,NA,3,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,30, Mia Parkhurst,"Parkhurst, Mia", Mia,Parkhurst,Jr,D,4,3,4,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,17, Skyleigh Thompson,"Thompson, Skyleigh", Skyleigh,Thompson,Jr,F,4,4,4,1,1,3,14,8,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,13, Delaney Lou Schorr,"Schorr, Delaney Lou", Delaney Lou,Schorr,Jr,F,4,4,4,1,1,3,7,5,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Montana Grizzlies,12, Ava Samuelson,"Samuelson, Ava", Ava,Samuelson,Jr,F,4,1,4,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,3, Sydney Haustein,"Haustein, Sydney", Sydney,Haustein,Sr,M,4,4,4,1,1,3,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Montana Grizzlies,21, Kathleen Aitchison,"Aitchison, Kathleen", Kathleen,Aitchison,Sr,M,4,1,4,NA,NA,0,2,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,2, Maysa Walters,"Walters, Maysa", Maysa,Walters,Sr,M,4,3,4,1,1,3,5,4,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2023,Montana Grizzlies,29, Audrey Teague,"Teague, Audrey", Audrey,Teague,Sr,F,4,0,4,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,5, Charley Boone,"Boone, Charley", Charley,Boone,Sr,D,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,15, Molly Quarry,"Quarry, Molly", Molly,Quarry,Sr,D,4,3,4,NA,2,2,1,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,10, Riley O'Brien,"O'Brien, Riley", Riley,O'Brien,So,F,4,0,4,1,NA,2,3,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,20, Bella O'Brien,"O'Brien, Bella", Bella,O'Brien,Jr,M,3,1,3,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,16, Riley Carolan,"Carolan, Riley", Riley,Carolan,Fr,D,3,1,3,1,NA,2,1,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Montana Grizzlies,22, Abby Gearhart,"Gearhart, Abby", Abby,Gearhart,Sr,F,3,1,3,1,NA,2,4,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,14, Hazel Dirk,"Dirk, Hazel", Hazel,Dirk,So,D,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,26, Taija Anderson,"Anderson, Taija", Taija,Anderson,Fr,F,1,0,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,9, Emma Pascoe,"Pascoe, Emma", Emma,Pascoe,So,M,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Montana Grizzlies,25, Perrin Pennington,"Pennington, Perrin", Perrin,Pennington,Fr,M,1,0,1,NA,NA,0,2,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,23, Sejla Podzic,"Podzic, Sejla", Sejla,Podzic,So,F,4,0,4,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,0, Erin Gibbs,"Gibbs, Erin", Erin,Gibbs,So,GK,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,360:00,8,2,18,0.692,1,NA,1,2,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,11, Hedda Ornberg,"Ornberg, Hedda", Hedda,Ornberg,Fr,F,4,2,4,1,NA,2,9,5,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,33, Avery Redmon,"Redmon, Avery", Avery,Redmon,Jr,M,4,4,4,NA,NA,0,NA,NA,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,3, Erin Fite,"Fite, Erin", Erin,Fite,Jr,F,4,4,4,NA,NA,0,7,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,26, Michelle Hochstadt,"Hochstadt, Michelle", Michelle,Hochstadt,Fr,M,4,1,4,NA,1,1,5,4,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,2, Nicole Fiantaco,"Fiantaco, Nicole", Nicole,Fiantaco,Sr,F,4,4,4,1,1,3,2,2,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Morehead St. Eagles,10, Kate Larbes,"Larbes, Kate", Kate,Larbes,Sr,F,4,4,4,2,NA,4,7,4,6,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,12, Hannah Burke,"Burke, Hannah", Hannah,Burke,Fr,D,4,3,4,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,22, Sarah Faloon,"Faloon, Sarah", Sarah,Faloon,Sr,D,4,4,4,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,30, Hadley Cytron,"Cytron, Hadley", Hadley,Cytron,Jr,F,4,2,4,NA,1,1,5,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,4, Natalie Ledin,"Ledin, Natalie", Natalie,Ledin,Sr,D,4,0,4,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,5, Anna Lohrer,"Lohrer, Anna", Anna,Lohrer,Jr,D,4,4,4,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,6, Gracen Houck,"Houck, Gracen", Gracen,Houck,So,D,4,4,4,NA,NA,0,NA,NA,2,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,8, Sidney Palla,"Palla, Sidney", Sidney,Palla,Jr,M,3,0,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,14, Eli Soderberg,"Soderberg, Eli", Eli,Soderberg,So,F,3,0,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,19, Colleen Swift,"Swift, Colleen", Colleen,Swift,Sr,F,3,3,3,1,NA,2,3,2,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,15, Natasha Tanner,"Tanner, Natasha", Natasha,Tanner,Fr,D,3,0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,21, Madison Feldhaus,"Feldhaus, Madison", Madison,Feldhaus,Jr,D,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,18, Madelyn Mozeleski,"Mozeleski, Madelyn", Madelyn,Mozeleski,Jr,D,2,1,2,NA,NA,0,2,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,16, Mary Trudeau,"Trudeau, Mary", Mary,Trudeau,Fr,M,2,0,2,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Morehead St. Eagles,27, Gwen Ladd,"Ladd, Gwen", Gwen,Ladd,Fr,M,1,0,1,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,23, Erin Antone,"Antone, Erin", Erin,Antone,Fr,M,4,0,4,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,15, Payton Meara,"Meara, Payton", Payton,Meara,Fr,D,4,4,4,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,13, Anika Berger,"Berger, Anika", Anika,Berger,Fr,F,4,2,4,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,6, Annie Sorando,"Sorando, Annie", Annie,Sorando,Sr,M,4,4,4,NA,NA,0,3,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,30, Taylor Simmons,"Simmons, Taylor", Taylor,Simmons,So,F,4,0,4,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,25, Jasmin Sorrell,"Sorrell, Jasmin", Jasmin,Sorrell,So,D,4,4,4,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,18, Nathalie Mejia,"Mejia, Nathalie", Nathalie,Mejia,Sr,M,4,4,4,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,17, Nicole Wilson,"Wilson, Nicole", Nicole,Wilson,So,F,4,4,4,NA,NA,0,3,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,11, Luisangely Navas,"Navas, Luisangely", Luisangely,Navas,Jr,F,4,4,4,NA,NA,0,2,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,24, Kayla Pennington,"Pennington, Kayla", Kayla,Pennington,Sr,D,4,4,4,NA,NA,0,2,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,10, Madison Bee,"Bee, Madison", Madison,Bee,Sr,F,4,4,4,NA,NA,0,3,1,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,1, Klil Keshwar,"Keshwar, Klil", Klil,Keshwar,Sr,GK,4,4,4,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,315:00,5,1.429,24,0.828,1,NA,NA,3,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,8, Alexa Dragisics,"Dragisics, Alexa", Alexa,Dragisics,Sr,F,4,2,4,NA,NA,0,NA,NA,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,20, Emily Streett,"Streett, Emily", Emily,Streett,Jr,D,3,1,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,26, Liliana Vargas,"Vargas, Liliana", Liliana,Vargas,Sr,D,3,0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,29, Maddie MacDonald,"MacDonald, Maddie", Maddie,MacDonald,So,M,3,0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,5, Amani Green,"Green, Amani", Amani,Green,So,D,3,3,3,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,27, Cassidy Nichols,"Nichols, Cassidy", Cassidy,Nichols,Fr,M,3,0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,19, Ally Krieger,"Krieger, Ally", Ally,Krieger,Jr,M,3,0,3,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,32, Kelsey White,"White, Kelsey", Kelsey,White,Jr,F,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,12, Arden Lembryk,"Lembryk, Arden", Arden,Lembryk,Sr,GK,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,45:00,1,2,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Mount St. Mary's Mountaineers,16, Isabella Wendler,"Wendler, Isabella", Isabella,Wendler,Sr,F,1,0,1,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,23, Tori Schrimpf,"Schrimpf, Tori", Tori,Schrimpf,So,M,4,4,4,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,9, Ava Roberson,"Roberson, Ava", Ava,Roberson,Fr,F,4,1,4,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,4, Saraya Young,"Young, Saraya", Saraya,Young,Sr,D,4,3,4,NA,NA,0,2,2,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,24, Grace Bodker,"Bodker, Grace", Grace,Bodker,Sr,M,4,4,4,1,NA,2,2,1,5,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,Murray St. Racers,30, Jenna Villacres,"Villacres, Jenna", Jenna,Villacres,Sr,GK,4,3,4,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,254:02,5,1.771,12,0.706,1,NA,1,1,NA,NA,NA,NA,NA
2023,Murray St. Racers,5, Reagan Tate,"Tate, Reagan", Reagan,Tate,Fr,D,4,4,4,NA,NA,0,1,1,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,18, Sydney Etter,"Etter, Sydney", Sydney,Etter,So,F,4,4,4,NA,NA,0,1,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,10, Mary Hardy,"Hardy, Mary", Mary,Hardy,So,M,4,4,4,2,NA,4,8,4,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,19, Morgan Parker,"Parker, Morgan", Morgan,Parker,Sr,M,4,0,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,8, Audrey Henry,"Henry, Audrey", Audrey,Henry,Sr,D,4,4,4,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,11, Hailey Cole,"Cole, Hailey", Hailey,Cole,Sr,M,4,4,4,NA,NA,0,2,1,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,26, Gracey Pack,"Pack, Gracey", Gracey,Pack,Sr,M,4,0,4,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,13, Sami Wilson,"Wilson, Sami", Sami,Wilson,Fr,FM,4,0,4,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,15, Hannah Carter,"Carter, Hannah", Hannah,Carter,Fr,D,4,4,4,NA,NA,0,3,2,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,7, Morgan Bodker,"Bodker, Morgan", Morgan,Bodker,Jr,D,4,4,4,NA,NA,0,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,14, Megan Wilson,"Wilson, Megan", Megan,Wilson,So,D,3,0,3,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,0, Griselda Revolorio,"Revolorio, Griselda", Griselda,Revolorio,Fr,GK,3,1,3,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,105:58,2,1.699,5,0.714,NA,NA,NA,2,NA,NA,NA,NA,NA
2023,Murray St. Racers,16, Chloe Barnthouse,"Barnthouse, Chloe", Chloe,Barnthouse,Sr,F,2,0,2,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,17, Hayley Hogenmiller,"Hogenmiller, Hayley", Hayley,Hogenmiller,So,F,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,29, Aly Goodman,"Goodman, Aly", Aly,Goodman,Sr,M,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,21, Reyna Mijangos,"Mijangos, Reyna", Reyna,Mijangos,Jr,F,1,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Murray St. Racers,28, Kate Stordy,"Stordy, Kate", Kate,Stordy,Fr,D,1,0,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,13, Jade Bordeleau,"Bordeleau, Jade", Jade,Bordeleau,Fr,F,3,3,3,1,NA,2,4,2,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,2, Mackenzie Smith,"Smith, Mackenzie", Mackenzie,Smith,Fr,D,3,3,3,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,21, Mary Frances Symmes,"Symmes, Mary Frances", Mary Frances,Symmes,Fr,M,3,0,3,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,5, Alex Mohr,"Mohr, Alex", Alex,Mohr,So,D,3,1,3,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,20, Brooklyn Holt,"Holt, Brooklyn", Brooklyn,Holt,So,D,3,3,3,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,11, Fernanda Soto,"Soto, Fernanda", Fernanda,Soto,Jr,D,3,3,3,NA,NA,0,6,2,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,10, Annika Wohner,"Wohner, Annika", Annika,Wohner,Jr,M,3,3,3,1,NA,2,2,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,3, Brianna Weber,"Weber, Brianna", Brianna,Weber,Jr,D,3,3,3,NA,1,1,5,3,1,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,23, Alexis Strickland,"Strickland, Alexis", Alexis,Strickland,Sr,F,3,3,3,1,NA,2,3,1,6,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,4, Leyah Hall-Robinson,"Hall-Robinson, Leyah", Leyah,Hall-Robinson,Sr,F,3,3,3,1,2,4,3,2,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2023,NC State Wolfpack,15, Jameese Joseph,"Joseph, Jameese", Jameese,Joseph,Sr,F,3,3,3,NA,1,1,9,2,4,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,19, Maria Echezarreta,"Echezarreta, Maria", Maria,Echezarreta,Sr,GK,3,3,3,NA,NA,0,NA,NA,NA,NA,NA,NA,3,3,270:00,3,1,12,0.8,NA,NA,1,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,29, Cienna Kim,"Kim, Cienna", Cienna,Kim,So,F,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,17, Brianna Holt,"Holt, Brianna", Brianna,Holt,Jr,F,2,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,22, Taylor Chism,"Chism, Taylor", Taylor,Chism,So,D,2,2,2,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NC State Wolfpack,14, Mia Vaughan,"Vaughan, Mia", Mia,Vaughan,Sr,F,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
