date,team,opponent,home_away,result,team_score,opponent_score,overtime,games,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,defensive_gwg
2022-09-04,FGCU Eagles,Fla. Atlantic,Home,W,1,0,NA,1,1,2,8,3,8,0,1,0,0,0,90:00,0,6,1,0,0,0,0,7,0,0,1,0,0,13,6,11,0,0,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,0
2022-08-18,FIU Panthers,Louisiana,Away,L,1,2,NA,1,1,1,7,2,9,0,1,0,0,0,90:00,2,1,0,0,0,0,0,1,0,0,0,2,3,9,3,7,0,0,0,0,0,90:00,1,1,0,0,0,0,0,9,0,0,1
2022-08-21,FIU Panthers,Mississippi St.,Home,L,1,3,NA,1,1,0,5,2,7,0,1,0,0,0,90:00,3,6,0,0,0,0,0,3,0,0,0,3,1,14,9,9,0,0,0,0,0,90:00,1,1,0,0,0,0,0,5,0,0,1
2022-08-25,FIU Panthers,Stetson,Away,W,3,1,NA,1,3,2,22,16,13,0,2,0,0,0,90:00,1,4,0,0,0,0,0,3,0,0,1,1,0,7,5,14,0,2,0,0,0,90:00,3,13,0,0,0,0,0,6,0,1,0
2022-08-28,FIU Panthers,Southern U.,Home,W,4,2,NA,1,4,2,15,9,8,0,1,0,0,0,90:00,2,0,0,0,0,0,0,1,1,1,1,2,1,5,2,8,0,1,0,0,0,90:00,4,5,0,0,0,0,0,2,0,0,0
2022-09-04,FIU Panthers,Lipscomb,Away,L,1,2,NA,1,1,2,5,3,8,0,2,0,0,0,90:00,2,6,0,0,0,0,0,3,0,0,0,2,2,19,8,9,0,2,0,0,0,90:00,1,2,0,0,0,0,0,5,0,0,1
2022-08-21,Fairfield Stags,Massachusetts,Home,W,2,1,NA,1,2,2,12,6,10,0,0,0,0,0,90:00,1,8,0,0,0,0,0,3,0,0,1,1,0,15,9,6,0,2,0,0,0,90:00,2,4,0,0,0,0,0,4,0,0,0
2022-08-25,Fairfield Stags,Holy Cross,Away,W,1,0,NA,1,1,1,13,6,5,0,1,0,0,0,90:00,0,9,1,0,0,0,0,5,0,0,1,0,0,14,9,5,1,2,0,0,0,90:00,1,5,0,0,0,0,0,5,0,0,0
2022-08-28,Fairfield Stags,Princeton,Away,L,0,2,NA,1,0,0,3,1,6,0,2,0,0,0,90:00,2,5,0,0,0,0,0,3,0,0,0,2,2,21,7,11,0,0,0,0,0,90:00,0,1,1,0,0,0,0,7,0,0,1
2022-09-01,Fairfield Stags,Bryant,Home,W,2,0,NA,1,2,0,20,6,6,0,1,0,0,0,90:00,0,6,1,0,0,0,0,4,0,0,1,0,0,10,6,6,0,1,0,0,0,90:00,2,4,0,0,0,0,0,5,0,0,0
2022-09-04,Fairfield Stags,Sacred Heart,Home,W,3,1,NA,1,3,3,18,7,12,0,0,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,1,1,1,10,4,5,0,0,0,0,0,90:00,3,4,0,0,0,0,0,6,0,0,0
2022-08-18,Fairleigh Dickinson Knights,Hofstra,Away,L,2,3,NA,1,2,1,4,2,9,0,0,0,0,0,90:00,3,9,0,0,0,0,0,5,0,0,0,3,5,20,12,10,0,2,0,0,0,90:00,2,0,0,0,0,0,0,10,0,1,1
2022-08-21,Fairleigh Dickinson Knights,Army West Point,Away,L,0,2,NA,1,0,0,3,1,8,0,0,0,0,0,90:00,2,6,0,0,0,0,0,4,0,0,0,2,2,27,8,3,0,0,0,0,0,90:00,0,1,1,0,0,0,0,13,0,0,1
2022-08-25,Fairleigh Dickinson Knights,Monmouth,Away,L,0,3,NA,1,0,0,3,2,13,0,1,0,0,0,90:00,3,5,0,0,0,0,0,0,0,0,0,3,2,18,8,10,0,1,0,0,0,90:00,0,2,1,0,0,0,0,8,0,0,1
2022-08-28,Fairleigh Dickinson Knights,Virginia,Away,L,0,5,NA,1,0,0,3,1,11,0,2,0,0,0,90:00,5,8,0,0,0,0,0,2,0,0,0,5,2,25,13,4,0,1,0,0,0,90:00,0,1,1,1,0,0,0,8,1,1,1
2022-09-02,Fairleigh Dickinson Knights,Saint Joseph's,Home,L,0,3,NA,1,0,0,11,2,13,0,0,0,0,0,90:00,3,3,0,0,0,0,0,6,0,0,0,3,4,17,6,8,0,0,0,0,0,90:00,0,2,1,0,0,0,0,5,0,0,1
2022-09-04,Fairleigh Dickinson Knights,Navy,Home,L,0,1,NA,1,0,0,10,6,8,0,1,0,0,0,90:00,1,4,0,0,0,0,0,7,0,0,0,1,2,15,5,11,0,1,0,0,0,90:00,0,6,1,0,0,0,0,6,0,0,1
2022-08-18,Fla. Atlantic Owls,Alabama,Home,L,0,4,NA,1,0,0,5,2,8,0,1,0,0,0,90:00,4,5,0,0,0,0,0,2,0,0,0,4,4,13,9,8,0,0,0,0,0,90:00,0,2,1,0,0,0,0,9,0,0,1
2022-08-21,Fla. Atlantic Owls,Detroit Mercy,Home,W,4,0,NA,1,4,4,17,9,9,0,0,0,0,0,90:00,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,10,0,0,0,0,0,90:00,4,5,0,0,0,0,0,0,0,0,0
2022-08-25,Fla. Atlantic Owls,Miami (FL),Home,T,0,0,NA,1,0,0,10,6,22,0,0,0,0,0,90:00,0,6,1,0,0,0,0,9,0,0,0,0,0,7,6,6,0,0,0,0,0,90:00,0,6,1,0,0,0,0,2,0,0,0
2022-08-28,Fla. Atlantic Owls,South Fla.,Away,W,2,1,NA,1,2,1,16,8,13,0,1,0,0,0,90:00,1,2,0,0,0,0,0,4,0,0,1,1,1,8,3,5,0,1,0,0,0,90:00,2,6,0,0,0,0,0,3,0,0,0
2022-09-01,Fla. Atlantic Owls,Oklahoma St.,Home,T,0,0,NA,1,0,0,9,6,9,0,1,0,0,0,90:00,0,4,1,0,0,0,0,2,0,0,0,0,0,6,4,8,0,1,0,0,0,90:00,0,6,1,0,0,0,0,1,0,0,0
2022-09-04,Fla. Atlantic Owls,FGCU,Away,L,0,1,NA,1,0,0,13,6,11,0,0,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,0,1,2,8,3,8,0,1,0,0,0,90:00,0,6,1,0,0,0,0,7,0,0,1
2022-08-18,Florida Gators,UCF,Away,L,0,3,NA,1,0,0,9,4,7,0,0,0,0,0,90:00,3,4,0,0,0,0,0,6,0,0,0,3,2,12,7,8,0,0,0,0,0,90:00,0,4,1,0,0,0,0,1,0,0,1
2022-08-21,Florida Gators,Stetson,Away,W,3,0,NA,1,3,1,28,11,14,0,1,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,1,0,0,7,4,11,0,0,0,0,0,90:00,3,8,0,0,0,0,0,1,0,0,0
2022-08-25,Florida Gators,"Baylor Austin, TX",Away,L,1,2,NA,1,1,1,10,3,6,0,1,0,0,0,90:00,2,5,0,0,0,0,0,2,0,0,0,2,2,15,7,11,0,3,0,0,0,90:00,1,2,0,0,0,0,0,7,0,0,1
2022-08-28,Florida Gators,Texas,Away,L,2,3,NA,1,2,1,13,8,10,0,0,0,0,0,90:00,3,5,0,0,0,0,0,4,0,0,0,3,5,19,8,11,0,1,0,0,0,90:00,2,6,0,0,0,0,0,6,0,0,1
2022-09-01,Florida Gators,South Fla.,Home,W,2,1,NA,1,2,1,15,8,12,0,1,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,1,1,1,17,4,7,0,5,0,0,0,90:00,2,6,0,0,0,0,0,5,0,0,0
2022-09-04,Florida Gators,Florida St.,Home,L,0,5,NA,1,0,0,3,2,6,0,1,0,0,0,90:00,5,3,0,0,0,0,0,2,0,0,0,5,4,19,7,2,0,0,0,0,0,90:00,0,2,1,0,0,0,0,3,0,0,1
2022-08-18,Florida St. Seminoles,South Carolina,Away,T,0,0,NA,1,0,0,18,6,5,0,4,0,0,0,90:00,0,3,1,0,0,0,0,7,0,0,0,0,0,7,3,9,0,2,0,0,0,90:00,0,6,1,0,0,0,0,3,0,0,0
2022-08-21,Florida St. Seminoles,Georgia,Away,W,3,1,NA,1,3,2,13,9,7,0,0,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,1,1,1,9,4,11,0,1,0,0,0,90:00,3,6,0,0,0,0,0,3,0,0,0
2022-08-25,Florida St. Seminoles,Auburn,Home,T,1,1,NA,1,1,0,17,10,6,0,1,0,0,0,90:00,1,2,0,0,0,0,0,3,1,1,0,1,1,6,3,10,0,0,0,0,0,90:00,1,9,0,0,0,0,0,2,0,0,0
2022-09-04,Florida St. Seminoles,Florida,Away,W,5,0,NA,1,5,4,19,7,2,0,0,0,0,0,90:00,0,2,1,0,0,0,0,3,0,0,1,0,0,3,2,6,0,1,0,0,0,90:00,5,3,0,0,0,0,0,2,0,0,0
2022-08-18,Fordham Rams,Stony Brook,Away,L,1,2,NA,1,1,0,9,3,9,0,2,0,0,0,90:00,2,5,0,0,0,0,0,5,0,0,0,2,1,19,7,7,0,0,0,0,0,90:00,1,2,0,0,0,0,0,7,1,1,1
2022-08-21,Fordham Rams,Wagner,Away,W,2,1,NA,1,2,2,21,13,9,0,1,0,0,0,90:00,1,2,0,0,0,0,0,7,0,0,1,1,1,7,3,10,0,2,0,0,0,90:00,2,11,0,0,0,0,0,6,0,0,0
2022-08-26,Fordham Rams,Dartmouth,Away,L,0,2,NA,1,0,0,12,4,6,0,0,0,0,0,90:00,2,6,0,0,0,0,0,5,0,0,0,2,1,16,8,14,0,1,0,0,0,90:00,0,4,1,0,0,0,0,3,0,0,1
2022-09-01,Fordham Rams,Hofstra,Home,L,0,1,NA,1,0,0,9,5,13,0,0,0,0,0,90:00,1,5,0,0,0,0,0,2,0,0,0,1,0,15,6,16,0,2,0,0,0,90:00,0,5,1,0,0,0,0,6,1,1,1
2022-09-04,Fordham Rams,Yale,Away,L,0,1,NA,1,0,0,16,6,12,0,1,0,0,0,90:00,1,0,0,0,0,0,0,6,0,0,0,1,1,5,1,8,0,2,0,0,0,90:00,0,6,1,0,0,0,0,1,0,0,1
2022-08-18,Fresno St. Bulldogs,Washington,Away,L,0,3,NA,1,0,0,2,1,13,0,1,0,0,0,90:00,3,8,0,0,0,0,0,1,0,0,0,3,4,18,11,9,0,0,0,0,0,90:00,0,1,1,1,0,0,0,8,0,0,1
2022-08-20,Fresno St. Bulldogs,Seattle U,Away,L,0,2,NA,1,0,0,7,2,15,0,0,0,0,0,90:00,2,0,0,0,0,0,0,6,0,0,0,2,2,9,2,12,0,3,0,0,0,90:00,0,2,1,0,0,0,0,2,0,0,1
2022-08-25,Fresno St. Bulldogs,Oregon St.,Home,L,1,2,NA,1,1,2,6,2,5,0,0,0,0,0,90:00,2,4,0,0,0,0,0,5,0,0,0,2,1,23,6,9,0,0,0,0,0,90:00,1,1,0,0,0,0,0,5,0,0,1
2022-09-01,Fresno St. Bulldogs,Long Beach St.,Away,L,0,4,NA,1,0,0,11,4,13,0,2,0,0,0,90:00,4,6,0,0,0,0,0,9,0,0,0,4,4,19,10,16,0,1,0,0,0,90:00,0,4,1,0,0,0,0,5,1,1,1
2022-09-04,Fresno St. Bulldogs,Pacific,Home,T,1,1,NA,1,1,0,11,3,10,0,5,0,0,0,90:00,1,3,0,0,0,0,0,9,1,1,0,1,1,13,4,17,0,2,0,0,0,90:00,1,2,0,0,0,0,0,9,0,0,0
2022-08-19,Furman Paladins,Presbyterian,Home,W,3,0,NA,1,3,3,7,4,13,0,0,0,0,0,90:00,0,4,1,1,0,0,0,6,0,0,1,0,0,12,4,9,0,0,0,0,0,90:00,3,1,0,0,0,0,0,5,0,0,0
2022-08-21,Furman Paladins,North Greenville,Home,W,4,0,NA,1,4,5,15,11,7,0,0,0,0,0,90:00,0,3,1,1,0,0,0,3,0,0,1,0,0,7,3,10,0,1,0,0,0,90:00,4,7,0,0,0,0,0,3,0,0,0
2022-08-25,Furman Paladins,Tennessee Tech,Away,L,1,4,NA,1,1,0,13,3,8,0,1,0,0,0,90:00,4,1,0,0,0,0,0,5,0,0,0,4,5,11,5,12,0,0,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,1
2022-08-28,Furman Paladins,Davidson,Away,L,0,1,NA,1,0,0,5,1,7,0,1,0,0,0,90:00,1,4,0,0,0,0,0,2,0,0,0,1,0,10,5,7,0,0,0,0,0,90:00,0,1,1,0,0,0,0,4,0,0,1
2022-08-30,Furman Paladins,Bob Jones,Home,W,9,0,NA,1,9,9,40,18,9,0,0,0,0,0,90:00,0,1,1,1,0,0,0,7,0,0,1,0,0,3,1,8,0,0,0,0,0,90:00,9,9,0,0,0,0,0,0,0,0,0
2022-09-04,Furman Paladins,South Carolina,Away,L,0,3,NA,1,0,0,3,2,8,0,1,0,0,0,90:00,3,7,0,0,0,0,0,0,0,0,0,3,0,26,10,4,0,0,0,0,0,90:00,0,2,1,0,0,0,0,10,0,0,1
2022-08-18,Ga. Southern Eagles,Georgia,Away,L,0,4,NA,1,0,0,3,1,6,0,0,0,0,0,90:00,4,9,0,0,0,0,0,0,0,0,0,4,4,29,13,9,0,0,0,0,0,90:00,0,1,1,0,0,0,0,11,0,0,1
2022-08-21,Ga. Southern Eagles,UAB,Home,T,1,1,NA,1,1,1,19,8,4,0,2,0,0,0,90:00,1,6,0,0,0,0,0,5,0,0,0,1,1,13,7,7,0,2,0,0,0,90:00,1,7,0,0,0,0,0,4,0,0,0
2022-08-25,Ga. Southern Eagles,North Florida,Away,W,3,1,NA,1,3,3,11,5,6,0,0,0,0,0,90:00,1,3,0,0,0,0,0,7,0,0,1,1,0,11,4,8,0,1,0,0,0,90:00,3,2,0,0,0,0,0,5,0,0,0
2022-09-01,Ga. Southern Eagles,Northern Ariz.,Away,T,0,0,NA,1,0,0,11,8,4,0,0,0,0,0,90:00,0,7,1,0,0,0,0,8,0,0,0,0,0,15,7,9,0,1,0,0,0,90:00,0,8,1,0,0,0,0,6,0,0,0
2022-08-18,Gardner-Webb Runnin' Bulldogs,ETSU,Away,T,2,2,NA,1,2,2,10,4,9,0,2,0,0,0,90:00,2,3,0,0,0,0,0,5,0,0,0,2,1,16,5,10,0,1,0,0,0,90:00,2,2,0,0,0,0,0,11,0,0,0
2022-08-21,Gardner-Webb Runnin' Bulldogs,Alabama St.,Home,W,2,1,NA,1,2,1,18,8,16,0,0,0,0,0,90:00,1,0,0,0,0,0,0,7,1,1,1,1,1,4,1,12,0,3,0,0,0,90:00,2,6,0,0,0,0,0,1,0,0,0
2022-08-25,Gardner-Webb Runnin' Bulldogs,Davidson,Away,L,0,2,NA,1,0,0,3,2,8,0,2,0,0,0,90:00,2,10,0,0,0,0,0,0,0,0,0,2,1,18,12,4,0,2,0,0,0,90:00,0,2,1,0,0,0,0,11,0,0,1
2022-08-28,Gardner-Webb Runnin' Bulldogs,The Citadel,Away,W,1,0,NA,1,1,0,10,5,9,0,1,0,0,0,90:00,0,6,1,0,0,0,0,5,0,0,1,0,0,17,6,15,0,3,0,0,0,90:00,1,4,0,0,0,0,0,10,0,0,0
2022-09-01,Gardner-Webb Runnin' Bulldogs,Jacksonville St.,Home,W,2,1,NA,1,2,3,10,5,5,0,0,0,0,0,90:00,1,7,0,0,0,0,0,5,0,0,1,1,0,17,8,6,0,0,0,0,0,90:00,2,3,0,0,0,0,0,3,0,0,0
2022-09-04,Gardner-Webb Runnin' Bulldogs,Wofford,Home,L,2,3,NA,1,2,2,15,5,8,0,1,0,0,0,90:00,3,2,0,0,0,0,0,6,0,0,0,3,2,24,5,11,0,1,0,0,0,90:00,2,3,0,0,0,0,0,9,0,0,1
2022-08-18,George Mason Patriots,Virginia,Away,L,1,3,NA,1,1,0,2,2,5,0,1,0,0,0,90:00,3,10,0,0,0,0,0,0,0,0,0,3,3,37,13,5,0,0,0,0,0,90:00,1,1,0,0,0,0,0,15,0,0,1
2022-08-21,George Mason Patriots,Radford,Away,T,1,1,NA,1,1,1,9,4,18,0,4,0,0,0,90:00,1,6,0,0,0,0,0,4,0,0,0,1,0,21,7,18,0,5,0,0,0,90:00,1,3,0,0,0,0,0,8,0,0,0
2022-08-25,George Mason Patriots,Howard,Home,W,3,1,NA,1,3,1,8,5,7,0,0,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,1,1,0,10,4,9,0,0,0,0,0,90:00,3,2,0,0,0,0,0,5,0,0,0
2022-08-28,George Mason Patriots,App State,Home,T,0,0,NA,1,0,0,7,4,12,0,1,0,0,0,90:00,0,3,1,0,0,0,0,8,0,0,0,0,0,9,3,18,0,1,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,0
2022-09-01,George Mason Patriots,Towson,Away,L,1,2,NA,1,1,1,7,2,16,0,0,0,0,0,90:00,2,3,0,0,0,0,0,3,0,0,0,2,2,21,5,6,0,2,0,0,0,90:00,1,1,0,0,0,0,0,2,0,0,1
2022-09-04,George Mason Patriots,Maryland,Away,L,0,3,NA,1,0,0,3,1,13,0,5,0,0,0,90:00,3,6,0,0,0,0,0,0,0,0,0,3,3,17,9,8,0,2,0,0,0,90:00,0,1,1,0,0,0,0,9,0,0,1
2022-08-18,George Washington Colonials,UMBC,Home,T,1,1,NA,1,1,1,10,8,4,0,1,0,0,0,90:00,1,0,0,0,0,0,0,8,0,1,0,1,1,5,1,5,0,1,0,0,0,90:00,1,7,0,0,0,0,0,4,0,0,0
2022-08-21,George Washington Colonials,William & Mary,Home,W,1,0,NA,1,1,1,8,3,11,0,1,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,1,0,0,6,3,5,0,1,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,0
2022-08-25,George Washington Colonials,Towson,Home,T,0,0,NA,1,0,0,9,4,3,0,0,0,0,0,90:00,0,3,1,1,0,0,0,3,0,0,0,0,0,7,3,3,0,0,0,0,0,90:00,0,4,1,0,0,0,0,5,0,0,0
2022-08-31,George Washington Colonials,American,Away,T,0,0,NA,1,0,0,4,3,5,0,3,0,0,0,90:00,0,2,1,0,0,0,0,3,0,0,0,0,0,3,2,6,0,2,0,0,0,90:00,0,3,1,0,0,0,0,0,0,0,0
2022-09-03,George Washington Colonials,Saint Peter's,Away,W,5,0,NA,1,5,3,19,9,12,0,0,0,0,0,90:00,0,1,1,1,0,0,0,4,0,0,1,0,0,3,1,17,0,0,0,0,0,90:00,5,4,0,0,0,0,0,1,0,0,0
2022-08-18,Georgetown Hoyas,Penn St.,Away,T,2,2,NA,1,2,1,5,2,7,0,1,0,0,0,90:00,2,4,0,0,0,0,0,4,0,0,0,2,1,12,6,4,0,1,0,0,0,90:00,2,0,0,0,0,0,0,6,1,1,0
2022-08-21,Georgetown Hoyas,UMass Lowell,Home,W,3,0,NA,1,3,0,28,12,6,0,1,0,0,0,90:00,0,2,1,0,0,0,0,11,0,0,1,0,0,3,2,12,0,1,0,0,0,90:00,3,9,0,0,0,0,0,0,0,0,0
2022-08-25,Georgetown Hoyas,Virginia,Home,L,0,1,NA,1,0,0,6,4,3,0,0,0,0,0,90:00,1,2,0,0,0,0,0,2,0,0,0,1,1,7,3,4,0,1,0,0,0,90:00,0,4,1,0,0,0,0,5,0,0,1
2022-08-28,Georgetown Hoyas,NC State,Away,T,2,2,NA,1,2,1,15,3,7,0,0,0,0,0,90:00,2,1,0,0,0,0,0,9,0,0,0,2,3,9,3,1,0,0,0,0,0,90:00,2,1,0,0,0,0,0,6,0,0,0
2022-09-01,Georgetown Hoyas,Maryland,Away,T,1,1,NA,1,1,1,15,10,7,0,0,0,0,0,90:00,1,4,0,0,0,0,0,12,0,0,0,1,2,6,5,8,0,1,0,0,0,90:00,1,9,0,0,0,0,0,3,0,0,0
2022-09-04,Georgetown Hoyas,Columbia,Home,W,2,0,NA,1,2,2,13,5,7,0,1,0,0,0,90:00,0,1,1,0,0,0,0,9,0,0,1,0,0,4,1,4,0,0,0,0,0,90:00,2,3,0,0,0,0,0,5,0,0,0
2022-08-18,Georgia Bulldogs,Ga. Southern,Home,W,4,0,NA,1,4,4,29,13,9,0,0,0,0,0,90:00,0,1,1,0,0,0,0,11,0,0,1,0,0,3,1,6,0,0,0,0,0,90:00,4,9,0,0,0,0,0,0,0,0,0
2022-08-21,Georgia Bulldogs,Florida St.,Home,L,1,3,NA,1,1,1,9,4,11,0,1,0,0,0,90:00,3,6,0,0,0,0,0,3,0,0,0,3,2,13,9,7,0,0,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,1
2022-08-25,Georgia Bulldogs,Wake Forest,Away,L,0,1,NA,1,0,0,5,2,12,0,0,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,0,1,1,10,4,10,0,0,0,0,0,90:00,0,2,1,0,0,0,0,6,0,0,1
2022-08-28,Georgia Bulldogs,Col. of Charleston,Home,W,4,0,NA,1,4,2,32,14,6,0,1,0,0,0,90:00,0,2,1,0,0,0,0,6,0,0,1,0,0,5,2,8,0,1,0,0,0,90:00,4,10,0,0,0,0,0,1,0,0,0
2022-09-01,Georgia Bulldogs,Georgia St.,Away,W,3,0,NA,1,3,4,20,8,4,0,0,0,0,0,90:00,0,1,1,0,0,0,0,7,0,0,1,0,0,2,1,5,0,0,0,0,0,90:00,3,5,0,0,0,0,0,1,0,0,0
2022-09-04,Georgia Bulldogs,Kennesaw St.,Away,W,7,0,NA,1,7,5,31,16,10,0,0,0,0,0,90:00,0,1,1,1,0,0,0,4,0,0,1,0,0,7,1,7,0,0,0,0,0,90:00,7,9,0,0,0,0,0,2,0,0,0
2022-08-18,Georgia St. Panthers,Clayton St.,Home,W,3,0,NA,1,3,2,30,16,12,0,0,0,0,0,90:00,0,1,1,1,0,0,0,11,0,0,1,0,0,1,1,9,0,1,0,0,0,90:00,3,13,0,0,0,0,0,0,0,0,0
2022-08-21,Georgia St. Panthers,Murray St.,Away,W,2,0,NA,1,2,1,7,4,7,0,1,0,0,0,90:00,0,1,1,0,0,0,0,5,0,0,1,0,0,3,1,7,0,1,0,0,0,90:00,2,2,0,0,0,0,0,4,0,0,0
2022-08-25,Georgia St. Panthers,Chattanooga,Home,T,1,1,NA,1,1,0,5,3,8,0,0,0,0,0,90:00,1,5,0,0,0,0,0,3,0,0,0,1,0,13,6,12,0,0,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,0
2022-08-28,Georgia St. Panthers,Kennesaw St.,Away,T,2,2,NA,1,2,1,26,10,6,0,0,0,0,0,90:00,2,7,0,0,0,0,0,3,1,1,0,2,1,14,9,13,0,1,0,0,0,90:00,2,8,0,0,0,0,0,8,0,0,0
2022-09-01,Georgia St. Panthers,Georgia,Home,L,0,3,NA,1,0,0,2,1,5,0,0,0,0,0,90:00,3,5,0,0,0,0,0,1,0,0,0,3,4,20,8,4,0,0,0,0,0,90:00,0,1,1,0,0,0,0,7,0,0,1
2022-09-04,Georgia St. Panthers,Jacksonville St.,Home,W,3,0,NA,1,3,2,16,8,5,0,0,0,0,0,90:00,0,3,1,0,0,0,0,7,0,0,1,0,0,10,3,7,0,0,0,0,0,90:00,3,5,0,0,0,0,0,4,0,0,0
2022-08-18,Gonzaga Bulldogs,"Pittsburgh Missoula, MT",Away,L,0,1,NA,1,0,0,17,10,10,0,1,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,0,1,1,16,5,5,0,0,0,0,0,90:00,0,10,1,0,0,0,0,6,0,0,1
2022-08-21,Gonzaga Bulldogs,"Creighton Missoula, MT",Away,T,1,1,NA,1,1,1,24,6,5,0,0,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,0,1,1,11,4,6,0,0,0,0,0,90:00,1,5,0,0,0,0,0,5,0,0,0
2022-08-27,Gonzaga Bulldogs,Oregon,Home,T,2,2,NA,1,2,2,22,12,12,0,1,0,0,0,90:00,2,4,0,0,0,0,0,5,0,0,0,2,2,6,6,14,0,0,0,0,0,90:00,2,10,0,0,0,0,0,2,0,0,0
2022-09-01,Gonzaga Bulldogs,CSU Bakersfield,Home,W,3,0,NA,1,3,2,16,7,19,0,2,0,0,0,90:00,0,1,1,0,0,0,0,6,1,1,1,0,0,8,1,12,0,2,0,0,0,90:00,3,4,0,0,0,0,0,3,0,0,0
2022-09-04,Gonzaga Bulldogs,Texas,Home,L,2,3,NA,1,2,2,15,5,7,0,0,0,0,0,90:00,3,2,0,0,0,0,0,2,0,0,0,3,3,15,5,6,0,1,0,0,0,90:00,2,3,0,0,0,0,0,8,0,0,1
2022-08-19,Grambling Lady Tigers,LSU-Shreveport,Away,W,2,0,NA,1,2,1,13,6,6,0,0,0,0,0,90:00,0,2,1,0,0,0,0,7,1,1,1,0,0,5,2,9,0,2,0,0,0,90:00,2,4,0,0,0,0,0,2,0,0,0
2022-08-21,Grambling Lady Tigers,Alcorn,Away,W,2,1,NA,1,2,2,23,11,9,0,2,0,0,0,90:00,1,5,0,0,0,0,0,7,0,1,1,1,1,9,6,14,0,1,0,0,0,90:00,2,9,0,0,0,0,0,2,0,0,0
2022-08-26,Grambling Lady Tigers,ULM,Away,L,2,3,NA,1,2,1,5,4,11,0,3,0,0,0,90:00,3,8,0,0,0,0,0,0,0,0,0,3,2,16,11,12,0,1,0,0,0,90:00,2,2,0,0,0,0,0,4,1,1,1
2022-08-28,Grambling Lady Tigers,Abilene Christian,Home,L,0,3,NA,1,0,0,8,5,10,0,1,0,0,0,90:00,3,2,0,0,0,0,0,1,0,0,0,3,2,14,5,8,0,0,0,0,0,90:00,0,5,1,0,0,0,0,7,0,0,1
2022-09-02,Grambling Lady Tigers,LSU,Away,L,1,3,NA,1,1,1,1,1,7,0,0,0,0,0,90:00,3,5,0,0,0,0,0,1,0,0,0,3,3,23,8,5,0,1,0,0,0,90:00,1,0,0,0,0,0,0,5,0,0,1
2022-09-04,Grambling Lady Tigers,Northwestern St.,Home,L,1,5,NA,1,1,1,9,7,21,0,0,0,0,0,90:00,5,3,0,0,0,0,0,1,0,0,0,5,3,18,8,10,0,0,0,0,0,90:00,1,6,0,0,0,0,0,10,0,0,1
2022-08-19,Grand Canyon Lopes,Hawaii,Home,W,3,1,NA,1,3,3,20,8,8,0,1,0,0,0,90:00,1,0,0,0,0,0,0,6,0,0,1,1,2,4,1,9,0,1,0,0,0,90:00,3,5,0,0,0,0,0,1,0,0,0
2022-08-21,Grand Canyon Lopes,South Dakota St.,Home,L,0,1,NA,1,0,0,12,1,12,0,4,0,0,0,90:00,1,0,0,0,0,0,0,4,0,0,0,1,2,4,1,10,0,3,0,0,0,90:00,0,1,1,1,0,0,0,3,0,0,1
2022-08-25,Grand Canyon Lopes,UNLV,Away,W,3,0,NA,1,3,3,19,9,13,0,0,0,0,0,90:00,0,0,1,0,0,0,0,6,0,0,1,0,0,2,0,11,0,1,0,0,0,90:00,3,6,0,0,0,0,0,0,0,0,0
2022-08-28,Grand Canyon Lopes,Utah St.,Away,T,3,3,NA,1,3,2,12,5,6,0,1,0,0,0,90:00,3,1,0,0,0,0,0,2,1,1,0,3,6,13,4,17,0,3,0,0,0,90:00,3,2,0,0,0,0,0,1,0,0,0
2022-09-01,Grand Canyon Lopes,Arizona,Home,W,1,0,NA,1,1,1,10,1,4,0,0,0,0,0,90:00,0,1,1,0,0,0,0,4,0,0,1,0,0,6,1,12,0,0,0,0,0,90:00,1,0,0,0,0,0,0,4,0,0,0
