date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,games,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,combined_sho,shutouts,g_wins,g_loss,d_saves,g_ties,corners,pk,pk_att,gwg.x,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_combined_sho,defensive_shutouts,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_g_ties,defensive_corners,defensive_pk,defensive_pk_att,gwg.y,team_id
2023-10-23,Utah Valley Wolverines,Southern Utah,Home,Win,3,0,NA,1,3,4,27,11,12,0,0,0,0,0,90:00,0,3,1,1,0,0,0,0,9,0,0,1,0,0,13,3,6,0,0,0,0,0,90:00,3,8,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-11-01,Utah Valley Wolverines,"Grand Canyon Riverside, CA",Away,Loss,1,2,NA,1,1,2,15,3,6,0,0,0,0,0,90:00,2,5,0,0,0,0,0,0,7,0,0,NA,2,1,14,6,8,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-08-18,VCU Rams,Liberty,Home,Loss,1,2,NA,1,1,0,10,5,5,0,2,0,0,0,90:00,2,5,0,0,0,0,0,0,4,0,0,NA,2,2,11,7,12,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,2,0,0,1,game_sport_year_ctl_id=16462
2023-08-20,VCU Rams,UNCW,Away,Win,5,0,NA,1,5,3,13,8,10,0,0,0,0,0,90:00,0,0,1,1,0,0,0,0,5,0,0,1,0,0,2,0,8,0,1,0,0,0,90:00,5,4,0,0,0,0,0,0,0,0,0,NA,game_sport_year_ctl_id=16462
2023-08-24,VCU Rams,Old Dominion,Home,Loss,0,2,NA,1,0,0,15,6,9,0,0,0,0,0,90:00,2,4,0,0,0,0,0,0,9,0,1,NA,2,2,9,6,17,0,0,0,0,0,90:00,0,6,0,1,0,0,0,0,2,0,0,1,game_sport_year_ctl_id=16462
2023-08-27,VCU Rams,William & Mary,Away,Draw,1,1,NA,1,1,1,8,2,5,0,1,0,0,0,90:00,1,3,0,0,0,0,0,0,5,0,0,NA,1,1,8,4,9,0,0,0,0,0,90:00,1,1,0,0,0,0,0,0,0,0,0,NA,game_sport_year_ctl_id=16462
2023-08-31,VCU Rams,Maryland,Home,Draw,0,0,NA,1,0,0,10,3,8,0,3,0,0,0,90:00,0,6,0,1,0,0,0,0,3,0,0,NA,0,0,14,6,10,0,1,0,0,0,90:00,0,3,0,1,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-09-03,VCU Rams,Virginia,Away,Loss,1,4,NA,1,1,0,9,6,7,0,0,0,0,0,90:00,4,0,0,0,0,0,0,0,5,0,0,NA,4,4,11,4,6,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-09-07,VCU Rams,Stanford,Home,Loss,1,2,NA,1,1,1,17,11,2,0,0,0,0,0,90:00,2,4,0,0,0,0,0,0,5,0,0,NA,2,3,19,6,3,0,2,0,0,0,90:00,1,10,0,0,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-09-14,VCU Rams,Richmond,Home,Win,1,0,NA,1,1,2,21,11,7,0,0,0,0,0,90:00,0,0,0,1,0,0,0,0,8,0,0,1,0,0,2,0,6,0,1,0,0,0,90:00,1,10,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-09-17,VCU Rams,George Mason,Away,Win,5,0,NA,1,5,3,18,11,8,0,1,0,0,0,90:00,0,5,1,1,0,0,0,0,6,0,0,1,0,0,6,5,13,0,2,0,0,0,90:00,5,6,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-09-21,VCU Rams,Massachusetts,Away,Loss,0,1,NA,1,0,0,14,7,13,0,0,0,0,0,90:00,1,1,0,0,0,0,0,0,14,0,0,NA,1,2,7,2,10,0,2,0,0,0,90:00,0,7,0,1,0,0,0,0,1,0,0,1,game_sport_year_ctl_id=16462
2023-09-24,VCU Rams,Rhode Island,Home,Draw,0,0,NA,1,0,0,16,4,2,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,11,0,0,NA,0,0,9,2,8,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-09-28,VCU Rams,La Salle,Away,Loss,0,1,NA,1,0,0,7,3,9,0,1,0,0,0,90:00,1,2,0,0,0,0,0,0,2,0,0,NA,1,1,6,3,4,0,4,0,0,0,90:00,0,3,0,1,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-10-01,VCU Rams,Saint Louis,Home,Loss,0,1,NA,1,0,0,18,6,8,0,0,0,0,0,90:00,1,3,0,0,0,0,0,0,5,0,0,NA,1,1,12,4,10,0,0,0,0,0,90:00,0,6,0,1,0,0,0,0,1,0,0,1,game_sport_year_ctl_id=16462
2023-10-08,VCU Rams,Dayton,Home,Loss,0,1,NA,1,0,0,12,8,12,0,2,0,0,0,90:00,1,3,0,0,0,0,0,0,4,0,0,NA,1,1,6,4,15,0,0,0,0,0,90:00,0,8,0,1,0,0,0,0,2,0,0,1,game_sport_year_ctl_id=16462
2023-10-15,VCU Rams,St. Bonaventure,Away,Win,1,0,NA,1,1,1,23,6,4,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,9,0,0,1,0,0,6,2,4,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-10-19,VCU Rams,Fordham,Home,Win,3,1,NA,1,3,4,22,12,12,0,0,0,0,0,90:00,1,0,0,0,0,0,0,0,10,0,0,1,1,1,5,1,14,0,1,0,0,0,90:00,3,9,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-10-22,VCU Rams,Loyola Chicago,Away,Draw,2,2,NA,1,2,2,8,5,8,0,1,0,0,0,90:00,2,3,0,0,0,0,0,0,5,0,0,NA,2,1,14,5,11,0,2,0,0,0,90:00,2,3,0,0,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-10-27,VCU Rams,Saint Louis,Away,Loss,0,2,NA,1,0,0,9,5,13,0,0,0,0,0,90:00,2,5,0,0,0,0,0,0,2,0,1,NA,2,2,14,7,10,0,2,0,0,0,90:00,0,5,0,1,0,0,0,0,11,0,0,1,game_sport_year_ctl_id=16462
2023-08-17,VMI ,Robert Morris,Home,Loss,0,3,NA,1,0,0,11,4,7,0,0,0,0,0,90:00,3,11,0,0,0,0,0,0,4,0,0,NA,3,4,26,14,8,0,1,0,0,0,90:00,0,4,0,1,0,0,0,0,7,1,1,1,game_sport_year_ctl_id=16462
2023-08-20,VMI ,UNC Asheville,Home,Loss,0,1,NA,1,0,0,15,6,12,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,2,0,0,NA,1,1,12,5,9,0,2,0,0,0,90:00,0,6,0,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-08-24,VMI ,Delaware St.,Away,Win,1,0,NA,1,1,0,9,6,12,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,1,9,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-08-26,VMI ,Winthrop,Home,Loss,1,2,NA,1,1,1,12,6,5,0,1,0,0,0,90:00,2,9,0,0,0,0,0,0,5,0,0,NA,2,2,19,11,10,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-09-03,VMI ,USC Upstate,Away,Loss,2,4,NA,1,2,1,6,1,3,0,1,0,0,0,90:00,4,9,0,0,0,0,0,0,4,0,0,NA,4,2,20,13,7,0,2,0,0,0,90:00,2,0,0,0,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-09-07,VMI ,Gardner-Webb,Away,Loss,0,1,NA,1,0,0,17,9,10,0,1,0,0,0,90:00,1,3,0,0,0,0,0,0,3,0,0,NA,1,2,12,4,11,0,0,0,0,0,90:00,0,9,0,1,0,0,0,0,0,0,0,1,game_sport_year_ctl_id=16462
2023-09-10,VMI ,LIU,Home,Loss,1,2,NA,1,1,0,6,1,17,0,6,0,0,0,90:00,2,10,0,0,0,0,0,0,4,0,0,NA,2,1,20,12,11,0,1,0,0,0,90:00,1,1,0,0,0,0,0,0,3,1,1,1,game_sport_year_ctl_id=16462
2023-09-14,VMI ,Longwood,Home,Loss,1,2,NA,1,1,1,7,4,8,0,0,0,0,0,90:00,2,5,0,0,0,0,0,0,3,0,0,NA,2,2,11,7,8,0,0,0,0,0,90:00,1,3,0,0,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-09-17,VMI ,Liberty,Home,Loss,0,2,NA,1,0,0,6,4,10,0,0,0,0,0,90:00,2,6,0,0,0,0,0,0,0,0,0,NA,2,3,19,8,4,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-09-21,VMI ,Wofford,Home,Loss,0,2,NA,1,0,0,9,3,14,0,1,0,0,0,90:00,2,10,0,0,0,0,0,0,0,0,0,NA,2,2,21,12,12,0,0,0,0,0,90:00,0,3,0,1,0,0,0,0,2,0,0,1,game_sport_year_ctl_id=16462
2023-09-24,VMI ,ETSU,Away,Loss,0,2,NA,1,0,0,5,1,8,0,0,0,0,0,90:00,2,4,0,0,0,0,0,0,0,0,0,NA,2,2,16,6,12,0,1,0,0,0,90:00,0,1,0,1,0,0,0,0,9,1,1,1,game_sport_year_ctl_id=16462
2023-09-28,VMI ,Samford,Away,Loss,0,3,NA,1,0,0,3,0,10,0,0,0,0,0,90:00,3,12,0,0,0,0,0,0,0,0,0,NA,3,2,30,15,7,0,0,0,0,0,90:00,0,0,1,1,0,0,0,0,10,0,0,1,game_sport_year_ctl_id=16462
2023-10-01,VMI ,The Citadel,Home,Win,3,2,NA,1,3,4,18,8,14,0,2,0,0,0,90:00,2,2,0,0,0,0,0,0,5,0,0,1,2,2,8,4,16,0,1,0,0,0,90:00,3,5,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-10-05,VMI ,Mercer,Home,Loss,0,2,NA,1,0,0,10,5,9,0,0,0,0,0,90:00,2,7,0,0,0,0,0,0,2,0,0,NA,2,3,21,9,9,0,1,0,0,0,90:00,0,5,0,1,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-10-08,VMI ,Chattanooga,Away,Loss,0,2,NA,1,0,0,3,2,13,0,2,0,0,0,90:00,2,7,0,0,0,0,0,0,3,0,0,NA,2,3,19,9,15,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-10-12,VMI ,Furman,Home,Loss,1,3,NA,1,1,1,9,4,11,0,1,0,0,0,90:00,3,6,0,0,0,0,0,0,1,0,0,NA,3,2,22,9,11,0,1,0,0,0,90:00,1,3,0,0,0,0,0,0,9,0,0,1,game_sport_year_ctl_id=16462
2023-10-15,VMI ,Western Caro.,Away,Loss,0,4,NA,1,0,0,4,2,6,0,0,0,0,0,90:00,4,6,0,0,0,0,0,0,1,0,0,NA,4,3,20,10,10,0,0,0,0,0,90:00,0,2,1,1,0,0,0,0,9,1,1,1,game_sport_year_ctl_id=16462
2023-10-22,VMI ,UNC Greensboro,Away,Loss,1,5,NA,1,1,0,11,6,10,0,0,0,0,0,90:00,5,5,0,0,0,0,0,0,3,1,1,NA,5,3,18,10,14,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,5,0,0,1,game_sport_year_ctl_id=16462
2023-10-24,VMI ,Wofford,Away,Loss,1,2,NA,1,1,0,12,3,10,0,0,0,0,0,90:00,2,7,0,0,0,0,0,0,1,0,0,NA,2,2,27,9,11,0,1,0,0,0,90:00,1,2,0,0,0,0,0,0,8,0,0,1,game_sport_year_ctl_id=16462
2023-08-17,Valparaiso Beacons,Eastern Ill.,Home,Win,2,1,NA,1,2,3,22,8,5,0,0,0,0,0,90:00,1,0,0,0,0,0,0,0,8,0,0,1,1,1,3,1,11,0,2,0,0,0,90:00,2,6,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-08-20,Valparaiso Beacons,NIU,Home,Win,1,0,NA,1,1,1,10,5,16,0,3,0,0,0,90:00,0,6,0,1,0,0,0,0,6,0,0,1,0,0,14,6,16,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-08-24,Valparaiso Beacons,Purdue,Away,Loss,1,4,NA,1,1,0,5,3,4,0,0,0,0,0,90:00,4,4,0,0,0,0,0,0,3,0,0,NA,4,4,19,8,10,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-08-27,Valparaiso Beacons,Kentucky,Away,Draw,1,1,NA,1,1,1,1,1,13,1,5,0,0,0,90:00,1,3,0,0,0,0,0,0,0,0,0,NA,1,2,17,4,15,0,1,0,0,0,90:00,1,0,0,0,0,0,0,0,8,0,0,NA,game_sport_year_ctl_id=16462
2023-08-31,Valparaiso Beacons,Chicago St.,Home,Win,5,1,NA,1,5,3,19,9,15,0,0,0,0,0,90:00,1,1,0,0,0,0,0,0,3,1,1,1,1,1,4,2,22,0,1,0,0,0,90:00,5,4,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-09-03,Valparaiso Beacons,Purdue Fort Wayne,Away,Loss,0,1,NA,1,0,0,14,7,9,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,5,0,0,NA,1,0,10,6,14,0,0,0,0,0,90:00,0,7,0,1,0,0,0,0,2,0,0,1,game_sport_year_ctl_id=16462
2023-09-08,Valparaiso Beacons,Youngstown St.,Away,Win,2,0,NA,1,2,3,16,6,12,0,2,0,0,0,90:00,0,5,0,1,0,0,0,0,7,0,0,1,0,0,11,5,9,0,0,0,0,0,90:00,2,4,0,0,0,0,0,0,3,0,1,NA,game_sport_year_ctl_id=16462
2023-09-10,Valparaiso Beacons,Eastern Mich.,Away,Draw,1,1,NA,1,1,2,11,5,16,0,1,0,0,0,90:00,1,6,0,0,0,0,0,0,4,0,0,NA,1,1,16,7,17,0,3,0,0,0,90:00,1,4,0,0,0,0,0,0,5,0,0,NA,game_sport_year_ctl_id=16462
2023-09-21,Valparaiso Beacons,Evansville,Away,Draw,1,1,NA,1,1,1,10,4,12,0,0,0,0,0,90:00,1,1,0,0,0,0,0,0,6,0,0,NA,1,0,5,2,10,0,0,0,0,0,90:00,1,3,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-09-24,Valparaiso Beacons,Indiana St.,Away,Win,2,0,NA,1,2,1,8,6,13,0,1,0,0,0,90:00,0,7,0,1,0,0,0,0,1,0,0,1,0,0,9,7,13,0,0,0,0,0,90:00,2,4,0,0,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-09-28,Valparaiso Beacons,Missouri St.,Home,Draw,0,0,NA,1,0,0,9,3,11,0,1,0,0,0,90:00,0,7,0,1,0,0,0,0,4,0,0,NA,0,0,14,7,14,0,0,0,0,0,90:00,0,3,0,1,0,0,0,0,5,0,0,NA,game_sport_year_ctl_id=16462
2023-10-01,Valparaiso Beacons,Murray St.,Home,Draw,1,1,NA,1,1,1,17,4,8,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,6,0,0,NA,1,1,14,5,18,0,4,0,0,0,90:00,1,3,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-10-05,Valparaiso Beacons,Illinois St.,Home,Draw,1,1,NA,1,1,0,18,5,23,0,4,0,0,0,90:00,1,3,0,0,0,0,0,0,5,1,1,NA,1,0,8,4,19,0,6,0,0,0,90:00,1,4,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-10-08,Valparaiso Beacons,Drake,Away,Loss,1,2,NA,1,1,1,13,4,17,0,1,0,0,0,90:00,2,2,0,0,0,0,0,0,3,0,0,NA,2,2,11,4,18,0,4,0,0,0,90:00,1,3,0,0,0,0,0,0,2,1,1,1,game_sport_year_ctl_id=16462
2023-10-12,Valparaiso Beacons,Southern Ill.,Away,Win,2,1,NA,1,2,2,12,5,16,0,2,0,0,0,90:00,1,5,0,0,0,0,0,0,8,0,0,1,1,1,15,6,14,0,2,0,0,0,90:00,2,3,0,0,0,0,0,0,8,0,0,NA,game_sport_year_ctl_id=16462
2023-10-15,Valparaiso Beacons,Belmont,Home,Loss,0,2,NA,1,0,0,24,7,7,0,0,0,0,0,90:00,2,2,0,0,0,0,0,0,6,0,0,NA,2,3,9,4,14,0,0,0,0,0,90:00,0,7,0,1,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-10-19,Valparaiso Beacons,UNI,Home,Win,2,0,NA,1,2,2,13,8,7,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,6,0,0,1,0,0,10,4,15,0,0,0,0,0,90:00,2,6,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-10-22,Valparaiso Beacons,UIC,Away,Loss,0,1,NA,1,0,0,13,4,12,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,1,0,0,NA,1,0,13,5,14,0,2,0,0,0,90:00,0,4,0,1,0,0,0,0,6,0,0,1,game_sport_year_ctl_id=16462
2023-10-26,Valparaiso Beacons,"Belmont Cedar Falls, IA",Away,Win,1,0,NA,1,1,1,10,5,10,0,2,0,0,0,90:00,0,5,0,1,0,0,0,0,8,0,0,1,0,0,9,5,13,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-10-29,Valparaiso Beacons,UNI,Away,Win,1,0,NA,1,1,1,11,4,15,0,1,0,0,0,90:00,0,5,0,1,0,0,0,0,1,0,0,1,0,0,15,5,10,0,0,0,0,0,90:00,1,3,0,0,0,0,0,0,9,0,0,NA,game_sport_year_ctl_id=16462
2023-11-02,Valparaiso Beacons,"Missouri St. Des Moines, IA",Away,Win,1,0,2,1,1,0,9,7,10,0,1,0,0,0,110:00,0,7,0,1,0,0,0,0,6,0,0,1,0,0,19,7,16,0,4,0,0,0,110:00,1,6,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-08-17,Vanderbilt Commodores,Chattanooga,Home,Win,3,1,NA,1,3,5,19,10,9,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,6,0,0,1,1,1,6,3,6,0,0,0,0,0,90:00,3,7,0,0,0,0,0,0,0,0,0,NA,game_sport_year_ctl_id=16462
2023-08-20,Vanderbilt Commodores,Massachusetts,Home,Draw,0,0,NA,1,0,0,23,6,11,0,0,0,0,0,90:00,0,2,1,1,0,0,0,0,9,0,1,NA,0,0,4,2,11,0,0,0,0,0,90:00,0,6,1,1,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-08-24,Vanderbilt Commodores,Kansas,Away,Draw,1,1,NA,1,1,1,17,6,8,0,0,0,0,0,90:00,1,2,0,0,0,0,0,0,6,0,0,NA,1,0,6,3,4,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-08-27,Vanderbilt Commodores,Belmont,Home,Win,2,0,NA,1,2,1,20,9,2,0,0,0,0,0,90:00,0,1,0,1,0,0,0,0,5,0,0,1,0,0,2,1,4,0,0,0,0,0,90:00,2,7,0,0,0,0,0,0,0,0,0,NA,game_sport_year_ctl_id=16462
2023-08-31,Vanderbilt Commodores,Kansas St.,Home,Win,1,0,NA,1,1,0,10,5,10,0,0,0,0,0,90:00,0,5,0,1,0,0,0,0,5,1,1,1,0,0,7,5,13,0,1,0,0,0,90:00,1,4,0,0,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-09-03,Vanderbilt Commodores,Northwestern,Home,Draw,3,3,NA,1,3,4,13,5,7,0,0,0,0,0,90:00,3,1,0,0,0,0,0,0,3,0,0,NA,3,1,7,4,10,0,1,0,0,0,90:00,3,2,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-09-07,Vanderbilt Commodores,Ball St.,Home,Win,1,0,NA,1,1,1,13,5,2,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,5,0,0,1,0,0,8,2,6,0,2,0,0,0,90:00,1,4,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-09-10,Vanderbilt Commodores,Middle Tenn.,Home,Win,6,0,NA,1,6,5,12,8,3,0,0,0,0,0,90:00,0,2,1,1,0,0,0,0,3,0,0,1,0,0,2,2,6,0,0,0,0,0,90:00,6,3,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-09-15,Vanderbilt Commodores,South Carolina,Away,Loss,1,3,NA,1,1,0,7,2,6,0,0,0,0,0,90:00,3,4,0,0,0,0,0,0,4,0,0,NA,3,1,11,7,10,0,1,0,0,0,90:00,1,1,0,0,0,0,0,0,1,0,0,1,game_sport_year_ctl_id=16462
2023-09-21,Vanderbilt Commodores,Ole Miss,Home,Win,2,0,NA,1,2,1,17,7,5,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,10,0,0,1,0,0,4,2,3,0,0,0,0,0,90:00,2,5,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-09-24,Vanderbilt Commodores,Alabama,Away,Loss,0,1,NA,1,0,0,13,5,10,0,1,0,0,0,90:00,1,5,0,0,0,0,0,0,9,0,0,NA,1,2,9,6,11,0,0,0,0,0,90:00,0,5,0,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-09-29,Vanderbilt Commodores,Georgia,Away,Loss,1,2,NA,1,1,0,15,2,7,0,0,0,0,0,90:00,2,2,0,0,0,0,0,0,5,0,0,NA,2,1,11,4,6,0,1,0,0,0,90:00,1,1,0,0,0,0,0,0,2,0,0,1,game_sport_year_ctl_id=16462
2023-10-05,Vanderbilt Commodores,Texas A&M,Home,Win,6,0,NA,1,6,6,16,8,10,0,0,0,0,0,90:00,0,3,0,1,0,0,0,0,7,0,0,1,0,0,9,3,6,0,0,0,0,0,90:00,6,2,0,0,0,0,0,0,1,0,0,NA,game_sport_year_ctl_id=16462
2023-10-08,Vanderbilt Commodores,Kentucky,Away,Loss,0,2,NA,1,0,0,8,2,12,0,0,0,0,0,90:00,2,2,0,0,0,0,0,0,8,0,0,NA,2,2,6,4,6,0,0,0,0,0,90:00,0,2,0,1,0,0,0,0,3,1,1,1,game_sport_year_ctl_id=16462
2023-10-13,Vanderbilt Commodores,Missouri,Home,Win,1,0,NA,1,1,1,14,5,8,0,1,0,0,0,90:00,0,2,0,1,0,0,0,0,9,0,0,1,0,0,7,2,3,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-10-19,Vanderbilt Commodores,Mississippi St.,Away,Draw,0,0,NA,1,0,0,6,3,9,0,1,0,0,0,90:00,0,3,0,1,0,0,0,0,1,0,0,NA,0,0,9,3,7,0,2,0,0,0,90:00,0,3,0,1,0,0,0,0,2,0,0,NA,game_sport_year_ctl_id=16462
2023-10-22,Vanderbilt Commodores,Florida,Home,Draw,3,3,NA,1,3,3,11,6,12,0,3,0,0,0,90:00,3,3,0,0,0,0,0,0,3,0,0,NA,3,3,10,6,11,0,0,0,0,0,90:00,3,3,0,0,0,0,0,0,1,0,1,NA,game_sport_year_ctl_id=16462
2023-10-26,Vanderbilt Commodores,Tennessee,Home,Loss,0,1,NA,1,0,0,17,7,7,0,0,0,0,0,90:00,1,1,0,0,0,0,0,0,13,0,0,NA,1,1,5,2,8,0,1,0,0,0,90:00,0,7,0,1,0,0,0,0,3,0,0,1,game_sport_year_ctl_id=16462
2023-08-17,Vermont Catamounts,Boston U.,Away,Loss,0,1,NA,1,0,0,6,3,14,0,1,0,0,0,90:00,1,6,0,0,0,0,0,0,6,0,0,NA,1,0,14,7,5,0,1,0,0,0,90:00,0,3,0,1,0,0,0,0,8,1,1,1,game_sport_year_ctl_id=16462
2023-08-20,Vermont Catamounts,Merrimack,Home,Win,4,1,NA,1,4,4,16,6,11,0,0,0,0,0,90:00,1,8,0,0,0,0,0,0,4,0,0,1,1,1,12,9,9,0,0,0,0,0,90:00,4,2,0,0,0,0,0,0,5,0,0,NA,game_sport_year_ctl_id=16462
2023-08-24,Vermont Catamounts,FDU,Away,Win,1,0,NA,1,1,1,12,7,11,0,0,0,0,0,90:00,0,4,0,1,0,0,0,0,3,0,0,1,0,0,7,4,11,0,0,0,0,0,90:00,1,6,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-08-31,Vermont Catamounts,Sacred Heart,Home,Win,2,1,NA,1,2,0,14,5,14,0,4,0,0,0,90:00,1,9,0,0,0,0,0,0,2,1,1,1,1,0,19,10,9,0,0,0,0,0,90:00,2,3,0,0,0,0,0,0,9,1,1,NA,game_sport_year_ctl_id=16462
2023-09-03,Vermont Catamounts,Colgate,Away,Win,2,0,NA,1,2,2,6,3,15,0,1,0,0,0,90:00,0,5,1,1,0,0,0,0,5,0,0,1,0,0,8,5,8,0,0,0,0,0,90:00,2,1,0,0,0,0,0,0,4,0,0,NA,game_sport_year_ctl_id=16462
2023-09-07,Vermont Catamounts,Holy Cross,Away,Loss,0,4,NA,1,0,0,9,2,9,0,0,0,0,0,90:00,4,4,0,0,0,0,0,0,9,0,0,NA,4,3,12,8,9,0,1,0,0,0,90:00,0,2,0,1,0,0,0,0,3,1,1,1,game_sport_year_ctl_id=16462
2023-09-10,Vermont Catamounts,Stonehill,Home,Win,3,1,NA,1,3,3,14,7,9,0,0,0,0,0,90:00,1,6,0,0,0,0,0,0,10,0,0,1,1,0,10,7,4,0,0,0,0,0,90:00,3,4,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-09-17,Vermont Catamounts,Maine,Away,Loss,2,3,NA,1,2,2,4,4,9,0,0,0,0,0,90:00,3,5,0,0,0,0,0,0,2,0,0,NA,3,3,16,8,11,0,0,0,0,0,90:00,2,2,0,0,0,0,0,0,9,0,0,1,game_sport_year_ctl_id=16462
2023-09-20,Vermont Catamounts,Siena,Home,Win,2,1,NA,1,2,2,17,10,10,0,0,0,0,0,90:00,1,3,0,0,0,0,0,0,7,0,0,1,1,1,6,4,6,0,0,0,0,0,90:00,2,8,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
2023-09-28,Vermont Catamounts,Bryant,Home,Loss,0,1,NA,1,0,0,20,5,7,0,0,0,0,0,90:00,1,7,0,0,0,0,0,0,5,0,0,NA,1,0,10,8,8,0,0,0,0,0,90:00,0,5,0,1,0,0,0,0,4,0,0,1,game_sport_year_ctl_id=16462
2023-10-01,Vermont Catamounts,UMass Lowell,Home,Win,6,1,NA,1,6,2,16,11,12,0,1,0,0,0,90:00,1,6,0,0,0,0,0,0,6,1,1,1,1,1,15,7,9,0,2,0,0,0,90:00,6,6,0,0,0,0,0,0,6,0,0,NA,game_sport_year_ctl_id=16462
2023-10-08,Vermont Catamounts,UMBC,Away,Win,3,0,NA,1,3,3,16,5,4,0,1,0,0,0,90:00,0,3,0,1,0,0,0,0,2,0,0,1,0,0,7,3,7,0,1,0,0,0,90:00,3,2,0,0,0,0,0,0,3,0,0,NA,game_sport_year_ctl_id=16462
