rank,team,conference,overall_wlt,overall_pct,overall_strk,conference_wlt,conference_pct,conference_strk,home_wlt,home_pct,home_strk,road_wlt,road_pct,road_strk,neutral_wlt,neutral_pct,neutral_strk,non_division_wlt,non_division_pct,non_division_strk
160,South Dakota,Summit League,7-6-6,0.526,L2,3-3-2,0.500,L2,4-3-4,0.545,L1,3-3-2,0.500,L1,0-0,0.000,L2,1-0,1.000,W6
161,Air Force,Mountain West,8-7-4,0.526,L1,6-2-2,0.700,L1,5-3,0.625,W3,3-3-4,0.500,T1,0-1,0.000,L3,0-1,0.000,L1
162,Wyoming,Mountain West,7-6-6,0.526,T1,2-4-4,0.400,T1,5-1-2,0.750,T1,2-5-4,0.364,L2,0-0,0.000,T1,2-0,1.000,W2
163,Utah Tech,WAC,8-7-5,0.525,T1,4-4-2,0.500,T1,5-2-2,0.667,W3,3-5-2,0.400,L3,0-0-1,0.500,T1,0-0,0.000,W1
164,CSUN,Big West,8-7-5,0.525,T1,6-1-3,0.750,T1,5-4-1,0.550,T1,3-3-4,0.500,T1,0-0,0.000,L1,0-0,0.000,
165,Idaho,Big Sky,6-5-9,0.525,T1,2-2-4,0.500,T1,3-2-4,0.556,L1,2-3-5,0.450,T2,1-0,1.000,W1,0-0,0.000,
166,South Fla.,American,9-8-3,0.525,T1,4-4-2,0.500,T1,5-1-2,0.750,W1,3-7,0.300,L4,1-0-1,0.750,T1,0-0,0.000,W1
167,Kansas City,Summit League,9-8-3,0.525,L1,3-3-2,0.500,L1,4-3-2,0.556,T1,5-5-1,0.500,L1,0-0,0.000,L1,1-0,1.000,W2
168,California Baptist,WAC,10-9-4,0.522,L1,6-3-1,0.650,T2,7-2,0.778,W2,3-6-3,0.375,L1,0-1-1,0.250,T1,0-0,0.000,T2
169,Alabama A&M,SWAC,9-9-1,0.500,L1,5-2-1,0.688,L1,4-4,0.500,W2,5-4-1,0.550,W2,0-1,0.000,L2,0-0,0.000,T1
170,App State,Sun Belt,7-7-3,0.500,W2,3-4-3,0.450,W2,4-3-1,0.563,W1,3-4-2,0.444,W1,0-0,0.000,L1,0-0,0.000,W1
171,Bryant,America East,5-5-8,0.500,L1,2-2-4,0.500,L1,3-2-3,0.563,T2,2-3-5,0.450,L1,0-0,0.000,W1,0-0,0.000,L5
172,Canisius,MAAC,8-8-3,0.500,T2,7-4-1,0.625,T2,5-3-2,0.600,T1,3-5-1,0.389,T1,0-0,0.000,T1,0-0,0.000,W1
173,Northern Ariz.,Big Sky,6-6-7,0.500,L1,2-3-3,0.438,L1,2-3-2,0.429,T2,3-2-4,0.556,W1,1-1-1,0.500,L1,1-0,1.000,
174,Davidson,Atlantic 10,7-7-3,0.500,L2,3-5-2,0.400,L2,5-2-1,0.688,L1,2-5-2,0.333,L1,0-0,0.000,W1,0-0,0.000,W5
175,Eastern Ill.,OVC,8-8-3,0.500,L4,5-3-1,0.611,L4,3-3-2,0.500,L2,5-5-1,0.500,L2,0-0,0.000,L3,0-0,0.000,W3
176,Evansville,MVC,7-7-2,0.500,L2,3-5-1,0.389,L2,4-3,0.571,L1,3-4-2,0.444,L1,0-0,0.000,L1,0-0,0.000,L1
177,UIC,MVC,8-8-6,0.500,L1,3-3-3,0.500,T2,3-3-2,0.500,W1,5-5-4,0.500,L1,0-0,0.000,L1,1-0,1.000,
178,Loyola Maryland,Patriot,5-5-8,0.500,L1,2-2-5,0.500,L1,2-3-4,0.444,T1,3-2-4,0.556,L2,0-0,0.000,T1,0-0,0.000,L1
179,Marquette,Big East,7-7-4,0.500,W1,3-4-3,0.450,W1,4-2-2,0.625,W1,3-5-2,0.400,L3,0-0,0.000,L1,0-0,0.000,
180,Providence,Big East,6-6-4,0.500,T1,3-4-3,0.450,T1,4-3-2,0.556,W1,2-3-2,0.429,T1,0-0,0.000,L4,0-0,0.000,W4
181,Southern California,Big Ten,7-7-3,0.500,L1,4-5-2,0.455,L1,5-3-2,0.600,T1,2-3-1,0.417,T1,0-1,0.000,L1,0-0,0.000,
182,SMU,ACC,8-8-2,0.500,L5,2-6-2,0.300,L5,6-3-1,0.650,L2,2-5-1,0.313,L3,0-0,0.000,L1,0-0,0.000,
183,Tennessee Tech,OVC,7-7-8,0.500,L1,6-0-3,0.833,W1,4-3-5,0.542,W1,3-4-3,0.450,L1,0-0,0.000,W1,0-0,0.000,W2
184,Towson,CAA,5-5-6,0.500,W1,3-3-3,0.500,W1,2-1-4,0.571,L1,3-4-2,0.444,W1,0-0,0.000,L1,0-0,0.000,
185,Washington St.,WCC,7-7-5,0.500,W2,5-4-2,0.545,W2,4-3-2,0.556,W1,3-4-3,0.450,W1,0-0,0.000,W1,0-0,0.000,
186,William & Mary,CAA,7-7-4,0.500,L1,5-2-2,0.667,L1,7-2-1,0.750,L1,0-5-3,0.188,L2,0-0,0.000,T1,0-0,0.000,
187,Wright St.,Horizon,7-7-5,0.500,L1,4-1-5,0.650,L1,4-4-3,0.500,L1,3-3-2,0.500,T1,0-0,0.000,W1,1-0,1.000,W3
188,Grand Canyon,Mountain West,8-8-2,0.500,T1,3-5-2,0.400,T1,2-4-2,0.375,T1,6-4,0.600,L1,0-0,0.000,L1,0-0,0.000,L1
189,North Florida,ASUN,9-9-4,0.500,L1,5-3-2,0.600,L1,4-3-1,0.563,W1,3-6-3,0.375,L1,2-0,1.000,W2,0-0,0.000,T1
190,Tarleton St.,WAC,7-7-6,0.500,L1,1-5-4,0.300,L1,5-3-4,0.583,L1,2-4-2,0.375,T2,0-0,0.000,L1,1-0,1.000,W3
191,Green Bay,Horizon,8-9-4,0.476,L1,4-3-3,0.550,L1,5-4-1,0.550,W4,2-5-3,0.350,L1,1-0,1.000,W1,0-0,0.000,T1
192,Lamar University,Southland,7-8-5,0.475,L1,3-3-4,0.500,L1,6-2-3,0.682,L1,1-6-2,0.222,L1,0-0,0.000,W1,1-0,1.000,L1
193,CSU Bakersfield,Big West,8-9-2,0.474,L2,5-4-1,0.550,L2,5-2-1,0.688,L1,3-7-1,0.318,L1,0-0,0.000,T1,0-0,0.000,L2
194,Creighton,Big East,7-8-4,0.474,L1,4-3-3,0.550,L1,4-3-2,0.556,W2,3-4-2,0.444,T1,0-1,0.000,L2,0-0,0.000,W3
195,Gonzaga,WCC,8-9-2,0.474,W2,6-3-2,0.636,W2,7-3-1,0.682,W2,1-6-1,0.188,W1,0-0,0.000,L1,1-0,1.000,W1
196,Holy Cross,Patriot,6-7-6,0.474,T1,3-3-3,0.500,T1,4-4-2,0.500,T1,2-3-4,0.444,T1,0-0,0.000,L1,0-0,0.000,L1
197,Texas Southern,SWAC,7-8-4,0.474,L2,5-2-1,0.688,L2,4-2-3,0.611,W1,3-5-1,0.389,L1,0-1,0.000,L2,2-0,1.000,W2
198,UC San Diego,Big West,5-6-8,0.474,W1,3-3-4,0.500,W1,3-4-3,0.450,W1,2-2-5,0.500,T3,0-0,0.000,L1,0-0,0.000,L1
199,East Texas A&M,Southland,7-8-4,0.474,L2,4-2-4,0.600,L2,5-4-1,0.550,L1,2-3-3,0.438,W2,0-1,0.000,L2,0-0,0.000,L1
200,Auburn,SEC,5-6-7,0.472,L1,1-3-6,0.400,L1,4-2-4,0.600,T3,1-3-3,0.357,T1,0-1,0.000,L4,0-0,0.000,
201,Colorado Col.,Mountain West,5-6-7,0.472,T2,2-3-5,0.450,T2,2-1-5,0.563,T1,3-5-2,0.400,T1,0-0,0.000,W1,0-0,0.000,W1
202,Florida,SEC,6-7-5,0.472,L2,2-3-5,0.450,L2,4-3-3,0.550,T1,2-3-2,0.429,L1,0-1,0.000,L3,0-0,0.000,
203,La Salle,Atlantic 10,7-8-3,0.472,L2,4-4-2,0.500,L2,3-2-2,0.571,T1,4-6-1,0.409,L3,0-0,0.000,T1,0-0,0.000,W2
204,Miami (FL),ACC,7-8-3,0.472,T1,1-7-2,0.200,T1,5-4-1,0.550,W1,2-4-2,0.375,T1,0-0,0.000,L1,0-0,0.000,
205,Indiana,Big Ten,5-6-6,0.471,L1,2-4-5,0.409,L1,5-1-3,0.722,L1,0-5-3,0.188,L1,0-0,0.000,L1,0-0,0.000,W3
206,Columbia,Ivy League,6-7-3,0.469,L1,4-2-1,0.643,L1,3-1-3,0.643,W2,3-5,0.375,L2,0-1,0.000,L14,0-0,0.000,W2
207,Harvard,Ivy League,5-6-3,0.464,L2,3-3-1,0.500,L2,3-3-3,0.500,L1,2-3,0.400,L1,0-0,0.000,L1,0-0,0.000,T1
208,Youngstown St.,Horizon,8-10-2,0.450,L1,6-2-2,0.700,L1,6-2,0.750,L1,2-8-2,0.250,L1,0-0,0.000,W1,0-0,0.000,W7
209,Missouri St.,CUSA,7-9-4,0.450,L1,2-3-3,0.438,L1,0-6-1,0.071,L3,5-3-3,0.591,L1,2-0,1.000,W2,0-0,0.000,W1
210,Marist,MAAC,6-8-5,0.447,L2,5-2-5,0.625,L2,3-2-4,0.556,T1,3-6-1,0.350,L3,0-0,0.000,T1,0-0,0.000,
211,Charleston So.,Big South,6-8-4,0.444,L1,3-4-1,0.438,L1,5-2-2,0.667,W1,1-6-2,0.222,L4,0-0,0.000,L5,1-0,1.000,W2
212,Eastern Mich.,MAC,6-8-4,0.444,L1,4-4-4,0.500,L1,4-4-2,0.500,W2,2-4-2,0.375,L2,0-0,0.000,W1,0-0,0.000,
213,UMBC,America East,6-8-4,0.444,L1,2-5-1,0.313,L1,5-4,0.556,L1,1-4-4,0.333,T1,0-0,0.000,L2,0-0,0.000,W1
214,Michigan,Big Ten,6-8-4,0.444,T1,3-4-4,0.455,T1,3-4-2,0.444,T2,3-4-2,0.444,L1,0-0,0.000,W2,0-0,0.000,
215,Southeastern La.,Southland,6-8-4,0.444,L1,5-3-2,0.600,L1,3-2-2,0.571,W1,3-6-2,0.364,L1,0-0,0.000,L1,0-0,0.000,
216,Stonehill,NEC,6-8-4,0.444,W2,6-3-2,0.636,W2,3-2-2,0.571,W1,3-6-2,0.364,W2,0-0,0.000,W4,0-0,0.000,L2
217,East Carolina,American,6-8-4,0.444,L2,4-4-2,0.500,L2,2-3-3,0.438,L2,4-4-1,0.500,W1,0-1,0.000,L1,0-0,0.000,W6
218,Maine,America East,6-8-4,0.444,L1,3-3-2,0.500,T1,3-4-1,0.438,W3,3-4-3,0.450,L1,0-0,0.000,L1,0-0,0.000,T1
219,Cleveland St.,Horizon,4-6-7,0.441,L1,1-3-6,0.400,L1,3-3-4,0.500,W1,1-3-3,0.357,L1,0-0,0.000,L1,0-0,0.000,W2
220,LMU (CA),WCC,5-7-5,0.441,L2,2-5-4,0.364,L2,2-5-3,0.350,L2,3-2-2,0.571,T2,0-0,0.000,L2,0-0,0.000,
221,Minnesota,Big Ten,6-8-3,0.441,L1,2-6-3,0.318,L1,5-5-1,0.500,L1,1-3-2,0.333,T1,0-0,0.000,W1,0-0,0.000,
222,New Hampshire,America East,4-6-7,0.441,L2,2-2-4,0.500,L2,3-0-5,0.688,T3,1-6-2,0.222,L2,0-0,0.000,L1,1-0,1.000,W1
223,Texas A&M,SEC,5-7-5,0.441,L1,2-6-2,0.300,L1,5-3-2,0.600,L1,0-4-3,0.214,T1,0-0,0.000,L2,0-0,0.000,
224,Belmont,MVC,4-6-7,0.441,W1,2-4-3,0.389,W1,3-1-5,0.611,W1,1-5-2,0.250,L5,0-0,0.000,L2,0-0,0.000,W2
225,Coastal Carolina,Sun Belt,3-5-8,0.438,L1,0-2-8,0.400,L1,1-2-5,0.438,T5,2-3-3,0.438,L1,0-0,0.000,L1,0-0,0.000,W1
226,Cornell,Ivy League,5-7-4,0.438,L2,2-5,0.286,L2,2-3-2,0.429,L3,3-4-2,0.444,L1,0-0,0.000,W2,0-0,0.000,L1
227,Niagara,MAAC,6-8-2,0.438,L2,3-7-2,0.333,L2,2-4-2,0.375,L1,4-4,0.500,L1,0-0,0.000,L1,0-0,0.000,
228,Winthrop,Big South,4-6-6,0.438,T2,2-3-3,0.438,T2,3-3-3,0.500,T1,1-3-3,0.357,T1,0-0,0.000,T1,1-0,1.000,W8
229,Wofford,SoCon,6-9-6,0.429,L1,2-4-3,0.389,L1,2-4-4,0.400,W2,4-5-2,0.455,L1,0-0,0.000,L3,0-0,0.000,W4
230,VCU,Atlantic 10,7-10-3,0.425,L1,5-4-1,0.550,L1,4-5-1,0.450,W2,3-5-2,0.400,L1,0-0,0.000,L1,0-0,0.000,
231,Lafayette,Patriot,5-8-7,0.425,L1,3-3-3,0.500,L1,4-3-3,0.550,W1,1-5-4,0.300,L1,0-0,0.000,L4,0-0,0.000,L2
232,Utah,Big 12,7-10-3,0.425,L5,2-7-2,0.273,L5,3-6-2,0.364,L4,4-4-1,0.500,L1,0-0,0.000,L1,1-0,1.000,W1
233,Cincinnati,Big 12,5-8-6,0.421,L1,3-6-2,0.364,L1,4-2-3,0.611,W2,1-6-3,0.250,L4,0-0,0.000,L2,0-0,0.000,
234,Omaha,Summit League,6-9-4,0.421,L1,3-4-1,0.438,L1,2-4-2,0.375,W1,4-5-2,0.455,L2,0-0,0.000,W2,0-0,0.000,W2
235,A&M-Corpus Christi,Southland,5-8-6,0.421,T1,3-4-3,0.450,T1,3-3-3,0.500,W1,2-5-2,0.333,T1,0-0-1,0.500,T1,1-0,1.000,W1
236,Boston College,ACC,5-8-5,0.417,L2,1-7-2,0.200,L2,3-4-3,0.450,L3,2-4-2,0.375,L1,0-0,0.000,L3,0-0,0.000,W2
237,Long Beach St.,Big West,5-8-5,0.417,L2,2-4-4,0.400,L2,3-2-5,0.550,T2,2-6,0.250,L2,0-0,0.000,L2,0-0,0.000,W1
238,Jacksonville St.,CUSA,6-9-3,0.417,L4,0-7-1,0.063,L4,2-4-3,0.389,L1,4-5,0.444,L4,0-0,0.000,L1,0-0,0.000,W1
239,Richmond,Atlantic 10,4-7-7,0.417,W1,1-5-4,0.300,W1,3-3-3,0.500,W1,1-4-4,0.333,T1,0-0,0.000,W2,0-0,0.000,
240,Saint Peter's,MAAC,6-9-3,0.417,W1,3-8-1,0.292,W1,4-3-1,0.563,W2,2-6-2,0.300,L4,0-0,0.000,L7,0-0,0.000,
241,San Diego,WCC,4-7-7,0.417,L3,1-7-3,0.227,L3,3-3-5,0.500,L1,1-4-2,0.286,L3,0-0,0.000,L2,0-0,0.000,
242,Valparaiso,MVC,5-8-4,0.412,W1,2-4-3,0.389,W1,3-3-1,0.500,L1,2-5-3,0.350,W1,0-0,0.000,W2,0-0,0.000,W1
243,Alcorn,SWAC,5-8-4,0.412,L1,3-3-2,0.500,L1,3-2-1,0.583,W1,1-5-3,0.278,L2,1-1,0.500,L1,0-0,0.000,W2
244,Idaho St.,Big Sky,5-8-4,0.412,L1,2-4-2,0.375,L1,4-4-2,0.500,L1,1-4-2,0.286,T1,0-0,0.000,L5,0-0,0.000,T1
245,Massachusetts,MAC,5-8-4,0.412,L3,3-6-2,0.364,L3,3-4-1,0.438,L2,2-4-3,0.389,L1,0-0,0.000,L1,0-0,0.000,T1
246,Central Ark.,ASUN,6-9-2,0.412,L1,3-5-2,0.400,L1,4-4-1,0.500,L1,1-5-1,0.214,L1,1-0,1.000,W1,0-0,0.000,L1
247,Campbell,CAA,4-7-5,0.406,T1,2-4-3,0.389,T1,2-5-2,0.333,T1,2-2-3,0.500,T1,0-0,0.000,T1,0-0,0.000,W2
248,Rutgers,Big Ten,4-7-5,0.406,T1,2-7-2,0.273,T1,4-2-3,0.611,W1,0-5-2,0.143,T1,0-0,0.000,L1,0-0,0.000,W1
249,Arkansas St.,Sun Belt,4-7-4,0.400,W1,2-6-2,0.300,W1,3-3-2,0.500,W1,1-4-2,0.286,L1,0-0,0.000,L3,0-0,0.000,W1
250,Oakland,Horizon,4-8-8,0.400,L1,2-2-6,0.500,L1,2-1-6,0.556,T3,2-7-2,0.273,L1,0-0,0.000,W1,0-0,0.000,W3
251,Hawaii,Big West,4-8-8,0.400,L2,2-4-4,0.400,L2,2-4-4,0.400,L2,2-4-4,0.400,L1,0-0,0.000,W1,0-0,0.000,W5
252,North Texas,American,6-10-4,0.400,L1,2-5-3,0.350,L1,3-5-2,0.400,L1,3-5-2,0.400,W1,0-0,0.000,L2,0-0,0.000,W6
253,Arizona,Big 12,7-11-1,0.395,T1,2-8-1,0.227,T1,6-4-1,0.591,T1,1-7,0.125,L7,0-0,0.000,L1,0-0,0.000,
254,Chicago St.,NEC,5-9-5,0.395,L2,3-6-2,0.364,L2,3-3-2,0.500,L1,2-6-3,0.318,L1,0-0,0.000,L2,0-0,0.000,L1
255,Ohio,MAC,5-9-5,0.395,W1,3-5-4,0.417,W1,2-5-3,0.350,L1,3-4-2,0.444,W1,0-0,0.000,L1,0-0,0.000,
256,Delaware St.,NEC,6-10-3,0.395,L2,4-6-1,0.409,L2,3-5-2,0.400,L2,3-5-1,0.389,W1,0-0,0.000,W2,0-0-1,0.500,T1
257,Iona,MAAC,6-10-3,0.395,L2,4-6-2,0.417,L2,2-4-2,0.375,L2,4-6-1,0.409,W3,0-0,0.000,L1,0-0,0.000,L2
258,Purdue,Big Ten,6-10-3,0.395,W1,3-7-1,0.318,W1,3-5-2,0.400,L2,3-5-1,0.389,W1,0-0,0.000,T1,0-0,0.000,
259,UT Martin,OVC,3-7-9,0.395,T1,3-3-3,0.500,T1,1-4-6,0.364,W1,2-3-2,0.429,W1,0-0-1,0.500,T1,0-0,0.000,W2
260,Akron,MAC,5-9-4,0.389,W1,2-7-3,0.292,W1,5-4,0.556,W1,0-5-4,0.222,T1,0-0,0.000,L4,0-0,0.000,
261,Pittsburgh,ACC,6-10-2,0.389,W1,2-8,0.200,W1,3-6-2,0.364,W1,3-4,0.429,L4,0-0,0.000,W2,0-0,0.000,
262,Drexel,CAA,3-7-8,0.389,L1,2-5-2,0.333,L1,2-4-3,0.389,L2,1-3-5,0.389,W1,0-0,0.000,L3,0-0,0.000,W1
263,George Washington,Atlantic 10,5-9-4,0.389,L1,2-7-1,0.250,L1,2-6-1,0.278,L5,3-3-3,0.500,W1,0-0,0.000,W1,0-0,0.000,
264,NC State,ACC,5-9-4,0.389,L3,4-4-2,0.500,L3,2-5-1,0.313,L2,3-4-3,0.450,L1,0-0,0.000,L2,0-0,0.000,W2
265,Syracuse,ACC,5-9-4,0.389,L3,1-8-1,0.150,L3,3-5-2,0.400,L4,2-4-2,0.375,L2,0-0,0.000,W2,0-0,0.000,W1
266,Toledo,MAC,4-8-6,0.389,L3,1-7-4,0.250,L3,4-2-3,0.611,L1,0-6-3,0.167,L5,0-0,0.000,W2,0-0,0.000,W2
267,The Citadel,SoCon,5-9-3,0.382,L3,2-5-2,0.333,L3,3-4,0.429,L1,2-5-3,0.350,L2,0-0,0.000,W1,1-0,1.000,W5
268,UNC Asheville,Big South,5-9-3,0.382,L3,1-5-2,0.250,L3,2-6-1,0.278,L1,3-3-2,0.500,L2,0-0,0.000,W1,1-0,1.000,W6
269,Troy,Sun Belt,5-9-3,0.382,L4,0-7-3,0.150,L4,3-3-2,0.500,L2,2-6-1,0.278,L4,0-0,0.000,W2,1-0,1.000,W2
270,Abilene Christian,WAC,6-11-3,0.375,L1,2-5-3,0.350,L1,5-1-2,0.750,W1,1-10-1,0.125,L3,0-0,0.000,L1,0-0,0.000,W1
271,Northeastern,CAA,3-7-6,0.375,T1,2-4-3,0.389,T1,1-4-3,0.313,W1,2-3-3,0.438,T1,0-0,0.000,T1,0-0,0.000,T1
272,UIW,Southland,4-8-4,0.375,L1,2-5-3,0.350,L1,3-2-2,0.571,T1,1-5-2,0.250,L4,0-1,0.000,L4,0-0,0.000,W1
273,High Point,Big South,5-10-5,0.375,L1,3-3-2,0.500,T1,4-4-1,0.500,W4,0-6-3,0.167,L1,1-0-1,0.750,T1,0-0,0.000,L1
274,Pacific,WCC,4-9-6,0.368,L3,1-6-4,0.273,L3,2-5-2,0.333,L2,2-4-4,0.400,L1,0-0,0.000,W1,0-0,0.000,
275,Ole Miss,SEC,4-8-3,0.367,L1,0-7-3,0.150,L1,3-3-2,0.500,L1,1-5-1,0.214,L1,0-0,0.000,L1,0-0,0.000,
276,Maryland,Big Ten,6-11-1,0.361,T1,2-8-1,0.227,T1,6-4-1,0.591,T1,0-7,0.000,L7,0-0,0.000,L1,0-0,0.000,W1
277,Nicholls,Southland,4-9-5,0.361,L2,1-5-4,0.300,L2,2-4-4,0.400,L1,2-5-1,0.313,L1,0-0,0.000,T1,0-0,0.000,T1
278,Rider,MAAC,3-8-7,0.361,W1,1-6-5,0.292,W1,3-4-3,0.450,W1,0-4-4,0.250,L1,0-0,0.000,L1,0-0,0.000,T1
279,Saint Joseph's,Atlantic 10,5-10-3,0.361,T2,2-6-2,0.300,T2,4-4-1,0.500,T1,1-6-2,0.222,T1,0-0,0.000,L3,0-0,0.000,T1
280,Sacramento St.,Big Sky,6-11-1,0.361,L4,2-5-1,0.313,L4,2-6-1,0.278,L1,3-4,0.429,L3,1-1,0.500,L1,0-0,0.000,W11
281,UTRGV,Southland,5-10-2,0.353,W1,3-6-1,0.350,W1,3-6,0.333,W1,2-4-2,0.375,L1,0-0,0.000,L2,1-0,1.000,W1
282,Portland St.,Big Sky,4-9-4,0.353,L1,3-3-2,0.500,L1,2-4-2,0.375,L1,2-4-2,0.375,W1,0-1,0.000,L2,1-0,1.000,W9
283,Iowa St.,Big 12,4-9-4,0.353,T1,1-8-2,0.182,T1,2-3-3,0.438,T1,2-6-1,0.278,T1,0-0,0.000,T2,0-0,0.000,
284,Robert Morris,Horizon,4-9-4,0.353,L3,2-5-3,0.350,L3,3-4-2,0.444,L1,1-5-2,0.250,L2,0-0,0.000,W2,0-0,0.000,W1
285,UNI,MVC,4-9-3,0.344,L5,1-6-2,0.222,L5,3-5-1,0.389,L4,1-4-2,0.286,L1,0-0,0.000,L2,2-0,1.000,W1
286,UNLV,Mountain West,4-10-5,0.342,W1,2-4-4,0.400,W1,2-4-4,0.400,T1,2-6-1,0.278,W1,0-0,0.000,L3,0-0,0.000,W2
287,Virginia Tech,ACC,4-10-4,0.333,T1,0-8-2,0.100,T1,2-4-3,0.389,T1,2-6-1,0.278,L6,0-0,0.000,W1,0-0,0.000,
288,Bucknell,Patriot,3-9-6,0.333,L2,1-4-4,0.333,L2,1-5-3,0.278,L1,2-4-3,0.389,L2,0-0,0.000,W1,0-0,0.000,
289,Prairie View,SWAC,5-11-2,0.333,L1,4-3-1,0.563,L1,3-6,0.333,L1,2-5-2,0.333,L1,0-0,0.000,W1,0-0,0.000,L7
290,George Mason,Atlantic 10,4-10-4,0.333,T1,3-5-2,0.400,T1,2-4-3,0.389,T2,2-6-1,0.278,L4,0-0,0.000,L2,0-0,0.000,W1
291,NIU,MAC,4-10-3,0.324,L5,2-7-2,0.273,L5,3-5-1,0.389,L2,1-5-2,0.250,L3,0-0,0.000,L1,0-0,0.000,W2
292,Missouri,SEC,4-10-3,0.324,T2,1-7-2,0.200,T2,3-4-2,0.444,T1,1-6-1,0.188,T1,0-0,0.000,W1,0-0,0.000,W1
293,St. John's (NY),Big East,3-9-5,0.324,L1,1-6-3,0.250,L1,2-3-4,0.444,W1,1-6-1,0.188,L3,0-0,0.000,L1,0-0,0.000,W2
294,UTEP,CUSA,3-9-5,0.324,T1,0-4-4,0.250,T1,2-3-3,0.438,T2,1-6-2,0.222,L1,0-0,0.000,L1,0-0,0.000,W5
295,Northern Colo.,Big Sky,3-10-6,0.316,L1,2-4-2,0.375,L1,1-4-3,0.313,L1,1-6-3,0.250,L1,1-0,1.000,W1,0-0,0.000,L1
296,St. Thomas (MN),Summit League,3-9-4,0.313,L1,0-5-3,0.188,L1,1-4-3,0.313,L1,2-5-1,0.313,L1,0-0,0.000,T1,1-0,1.000,T1
297,Oregon,Big Ten,3-10-5,0.306,W1,1-6-4,0.273,W1,2-5-3,0.350,W1,1-4-2,0.286,T1,0-1,0.000,L1,0-0,0.000,
298,Hampton,CAA,5-12-1,0.306,L9,0-9,0.000,L42,4-4-1,0.500,L4,0-7,0.000,L12,1-1,0.500,W1,3-0,1.000,W8
299,North Dakota St.,Summit League,5-12-1,0.306,L1,1-6-1,0.188,L1,3-5,0.375,L5,2-7-1,0.250,L1,0-0,0.000,L2,3-0,1.000,W17
300,Seton Hall,Big East,3-10-5,0.306,L7,0-9-1,0.050,L7,2-4-3,0.389,L3,1-6-2,0.222,L5,0-0,0.000,L4,0-0,0.000,
301,Gardner-Webb,Big South,4-11-3,0.306,L4,3-3-2,0.500,L3,3-3-1,0.500,L2,1-8-2,0.182,L2,0-0,0.000,L1,0-0,0.000,W6
302,IU Indy,Horizon,4-11-3,0.306,W1,3-5-2,0.400,W1,1-6-2,0.222,W1,3-5-1,0.389,T1,0-0,0.000,T2,0-0,0.000,W7
303,McNeese,Southland,4-12-4,0.300,L3,3-5-2,0.400,L3,3-3-3,0.500,L1,1-8-1,0.150,L3,0-1,0.000,L2,0-0,0.000,W1
304,American,Patriot,3-10-4,0.294,W1,3-5-1,0.389,W1,2-5-3,0.350,T1,1-5-1,0.214,W1,0-0,0.000,L3,0-0,0.000,L1
305,Fla. Atlantic,American,4-12-3,0.289,L5,1-7-2,0.200,L5,3-5-2,0.400,L2,1-7-1,0.167,L3,0-0,0.000,L1,0-0,0.000,W1
306,Queens (NC),ASUN,3-11-5,0.289,L1,2-6-2,0.300,L1,3-4-3,0.450,T1,0-7-2,0.111,L3,0-0,0.000,T1,0-0,0.000,T1
307,UNC Greensboro,SoCon,4-12-3,0.289,L1,2-4-3,0.389,L1,4-4-2,0.500,W1,0-8-1,0.056,L3,0-0,0.000,T1,0-0,0.000,W1
308,Presbyterian,Big South,3-10-3,0.281,L1,0-6-2,0.125,L1,2-4-3,0.389,T1,1-6,0.143,L6,0-0,0.000,L1,0-0,0.000,W1
309,DePaul,Big East,4-12-2,0.278,T1,1-7-2,0.200,T1,2-7-1,0.250,T1,2-5-1,0.313,L1,0-0,0.000,L2,0-0,0.000,W1
310,Ga. Southern,Sun Belt,2-10-6,0.278,L1,0-5-5,0.250,L1,1-4-2,0.286,T1,1-6-4,0.273,L1,0-0,0.000,L3,0-0,0.000,W3
311,San Francisco,WCC,3-11-4,0.278,L2,2-7-2,0.273,L2,3-5-2,0.400,L1,0-6-2,0.125,L2,0-0,0.000,W1,0-0,0.000,
312,Merrimack,MAAC,4-12-2,0.278,L6,3-9,0.250,L6,3-5-1,0.389,L4,1-7-1,0.167,L3,0-0,0.000,L1,0-0,0.000,W1
313,SIUE,OVC,3-12-5,0.275,L1,2-4-3,0.389,L1,2-5-3,0.350,T1,1-7-1,0.167,L7,0-0-1,0.500,T1,0-0,0.000,W2
314,Lehigh,Patriot,3-11-3,0.265,L3,1-7-1,0.167,L2,0-6-2,0.125,L5,3-5-1,0.389,L2,0-0,0.000,W1,0-0,0.000,
315,Texas,SEC,4-12-1,0.265,W1,2-8,0.200,W1,3-5-1,0.389,W1,1-7,0.125,L7,0-0,0.000,L1,0-0,0.000,
316,UC Davis,Big West,3-12-4,0.263,W1,1-8-1,0.150,W1,0-7-2,0.111,L4,3-5-2,0.400,W1,0-0,0.000,L3,0-0,0.000,L3
317,Oklahoma St.,Big 12,4-13-2,0.263,L9,0-10-1,0.045,L9,2-6-1,0.278,L6,2-7-1,0.250,L5,0-0,0.000,L1,0-0,0.000,W3
318,Louisiana Tech,CUSA,4-13-2,0.263,L1,3-4-1,0.438,L1,2-5-2,0.333,T1,2-8,0.200,L2,0-0,0.000,L1,0-0,0.000,W10
319,Stetson,ASUN,5-14,0.263,L2,2-8,0.200,L2,2-7,0.222,L1,3-7,0.300,L3,0-0,0.000,W1,0-0,0.000,T1
320,West Ga.,ASUN,4-13-2,0.263,T1,2-6-2,0.300,T1,3-5-2,0.400,T1,1-8,0.111,W1,0-0,0.000,L3,0-0,0.000,L1
