rank,institution,conference,past_wins,past_losses,past_ties,past_pct,future_wins,future_losses,future_ties,future_pct,cumulative_wins,cumulative_losses,cumulative_ties,cumulative_pct
323,Presbyterian,Big South,94,133,48,0.429,0,0,0,0.000,94,133,48,0.429
324,Youngstown St.,Horizon,108,158,83,0.428,0,0,0,0.000,108,158,83,0.428
325,Delaware,CUSA,96,140,69,0.428,0,0,0,0.000,96,140,69,0.428
326,The Citadel,SoCon,94,135,55,0.428,0,0,0,0.000,94,135,55,0.428
327,Prairie View,SWAC,108,155,58,0.427,0,0,0,0.000,108,155,58,0.427
328,Cleveland St.,Horizon,101,147,62,0.426,0,0,0,0.000,101,147,62,0.426
329,Southern U.,SWAC,98,142,49,0.424,0,0,0,0.000,98,142,49,0.424
330,Northern Ky.,Horizon,107,162,73,0.420,0,0,0,0.000,107,162,73,0.420
331,Jackson St.,SWAC,114,167,50,0.420,0,0,0,0.000,114,167,50,0.420
332,Hampton,CAA,93,143,64,0.417,0,0,0,0.000,93,143,64,0.417
333,Alcorn,SWAC,102,152,48,0.417,0,0,0,0.000,102,152,48,0.417
334,Texas Southern,SWAC,97,150,61,0.414,0,0,0,0.000,97,150,61,0.414
335,Howard,NEC,101,159,72,0.413,0,0,0,0.000,101,159,72,0.413
336,Jacksonville,ASUN,113,170,46,0.413,0,0,0,0.000,113,170,46,0.413
337,Western Ill.,OVC,92,150,84,0.411,0,0,0,0.000,92,150,84,0.411
338,UNC Asheville,Big South,92,143,53,0.411,0,0,0,0.000,92,143,53,0.411
339,Le Moyne,NEC,105,165,63,0.410,0,0,0,0.000,105,165,63,0.410
340,Eastern Ill.,OVC,101,164,79,0.408,0,0,0,0.000,101,164,79,0.408
341,Southern Ind.,OVC,108,178,82,0.405,0,0,0,0.000,108,178,82,0.405
342,Gardner-Webb,Big South,96,157,58,0.402,0,0,0,0.000,96,157,58,0.402
343,Alabama A&M,SWAC,106,172,48,0.399,0,0,0,0.000,106,172,48,0.399
344,South Carolina St.,DI Independent,88,144,46,0.399,0,0,0,0.000,88,144,46,0.399
345,Chicago St.,NEC,101,172,64,0.395,0,0,0,0.000,101,172,64,0.395
346,Ark.-Pine Bluff,SWAC,75,127,39,0.392,0,0,0,0.000,75,127,39,0.392
347,Alabama St.,SWAC,99,173,54,0.387,0,0,0,0.000,99,173,54,0.387
348,Saint Francis,NEC,86,160,67,0.382,0,0,0,0.000,86,160,67,0.382
349,LIU,NEC,83,156,56,0.376,0,0,0,0.000,83,156,56,0.376
350,Delaware St.,NEC,86,180,62,0.357,0,0,0,0.000,86,180,62,0.357
