season,team,team_id,full_name,roster_name,first_name,last_name,yr,pos,number,ht,gp,gs,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,corners,pk,pk_att,gwg
2025,FGCU Eagles,28755,Nicolas Leite,Nicolas Leite,Nicolas,Leite,Sr,GK,1,60,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,FGCU Eagles,28755,Cao Chaves,Cao Chaves,Cao,Chaves,Sr,F,8,NA,3,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2025,FIU Panthers,231,Johan Helan,Johan Helan,Johan,Helan,Fr,F,17,63,17,15,3,NA,15,8,34,NA,3,NA,NA,NA,NA
2025,FIU Panthers,231,Scott Neil,Scott Neil,Scott,Neil,Sr,M,11,58,17,13,1,3,14,6,11,NA,1,NA,NA,NA,NA
2025,FIU Panthers,231,Enrique Mutsoli,Enrique Mutsoli,Enrique,Mutsoli,Sr,F,12,62,17,3,2,NA,19,11,18,NA,2,NA,NA,NA,NA
2025,FIU Panthers,231,David Boccuzzo,David Boccuzzo,David,Boccuzzo,Sr,M,8,510,17,15,1,2,13,2,17,NA,1,NA,NA,NA,1
2025,FIU Panthers,231,Joao Domingues,Joao Domingues,Joao,Domingues,Sr,M,18,57,17,15,NA,5,14,6,18,NA,4,NA,NA,NA,NA
2025,FIU Panthers,231,Alfonso Gilleard-Soriano,Alfonso Gilleard-Soriano,Alfonso,Gilleard-Soriano,So,D,24,510,16,15,1,1,12,6,8,NA,1,NA,NA,NA,1
2025,FIU Panthers,231,Nicolas Villalobos,Nicolas Villalobos,Nicolas,Villalobos,Sr,M,10,59,16,8,NA,2,9,3,16,NA,1,NA,NA,NA,NA
2025,FIU Panthers,231,Mathys Lefebvre,Mathys Lefebvre,Mathys,Lefebvre,Sr,M,6,60,16,14,NA,NA,4,2,9,NA,4,NA,NA,NA,NA
2025,FIU Panthers,231,Leonardo Consoloni,Leonardo Consoloni,Leonardo,Consoloni,So,M,16,62,16,11,NA,4,9,2,18,NA,NA,NA,NA,NA,NA
2025,FIU Panthers,231,Diego Sanchez,Diego Sanchez,Diego,Sanchez,Fr,D,27,59,15,8,NA,2,4,2,3,NA,4,NA,NA,NA,NA
2025,FIU Panthers,231,Owen Travis,Owen Travis,Owen,Travis,Sr,D,3,63,15,15,2,1,15,4,18,1,5,NA,NA,NA,1
2025,FIU Panthers,231,Pasquale Capriati,Pasquale Capriati,Pasquale,Capriati,Jr,F,20,64,15,11,4,3,18,10,13,1,5,NA,NA,NA,2
2025,FIU Panthers,231,Nigel Van Haveren,Nigel Van Haveren,Nigel,Van Haveren,Jr,GK,48,66,14,14,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA
2025,FIU Panthers,231,Eduardo Mustre,Eduardo Mustre,Eduardo,Mustre,Sr,F,9,510,13,11,6,1,29,9,16,NA,1,NA,NA,NA,1
2025,FIU Panthers,231,Tibo Gobet,Tibo Gobet,Tibo,Gobet,Sr,D,2,65,11,5,NA,NA,3,1,2,1,NA,NA,NA,NA,NA
2025,FIU Panthers,231,Dominic Brady,Dominic Brady,Dominic,Brady,Fr,M,14,57,11,3,NA,1,5,1,4,NA,NA,NA,NA,NA,NA
2025,FIU Panthers,231,Emilio Maldonado Frei,Emilio Maldonado Frei,Emilio,Maldonado Frei,Fr,M,21,62,9,3,NA,NA,1,NA,2,NA,3,NA,NA,NA,NA
2025,FIU Panthers,231,Damian McGregor-Wickham,Damian McGregor-Wickham,Damian,McGregor-Wickham,Sr,D,22,510,9,2,NA,NA,1,NA,8,NA,2,NA,NA,NA,NA
2025,FIU Panthers,231,Johan Arevalo,Johan Arevalo,Johan,Arevalo,Sr,F,25,59,7,0,1,NA,4,1,NA,NA,2,NA,NA,NA,1
2025,FIU Panthers,231,Lukas Pareja,Lukas Pareja,Lukas,Pareja,Fr,M,15,56,4,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,FIU Panthers,231,Jameel Durhan,Jameel Durhan,Jameel,Durhan,Jr,D,26,64,4,0,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA
2025,FIU Panthers,231,Beltran Fernandez,Beltran Fernandez,Beltran,Fernandez,Jr,GK,1,64,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2025,FIU Panthers,231,Alejandro Nasato,Alejandro Nasato,Alejandro,Nasato,Fr,F,19,61,4,0,1,NA,4,3,2,NA,NA,NA,NA,NA,NA
2025,FIU Panthers,231,Emmanuel Gore Bi,Emmanuel Gore Bi,Emmanuel,Gore Bi,Fr,D,5,61,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,FIU Panthers,231,Jesse Addae Osei,Jesse Addae Osei,Jesse Addae,Osei,Sr,D,4,510,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Mamadou Diarra,Mamadou Diarra,Mamadou,Diarra,Sr,F,35,510,15,15,6,4,25,12,17,NA,1,NA,NA,NA,2
2025,Fla. Atlantic Owls,229,Oliver Moller-Jensen,Oliver Moller-Jensen,Oliver,Moller-Jensen,Jr,F,7,59,15,15,4,6,32,13,6,NA,NA,NA,1,1,1
2025,Fla. Atlantic Owls,229,Felipe Santos,Felipe Santos,Felipe,Santos,So,M,21,61,15,12,1,3,9,2,12,NA,3,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Fabrizio Cubeddu,Fabrizio Cubeddu,Fabrizio,Cubeddu,Sr,D,2,510,15,15,NA,2,10,1,18,NA,4,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,David Roberts,David Roberts,David,Roberts,So,D,4,60,15,14,NA,NA,4,1,7,NA,2,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Kerfalla Toure,Kerfalla Toure,Kerfalla,Toure,Sr,D,33,64,14,13,2,1,7,4,14,1,1,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Aboubacar Traore,Aboubacar Traore,Aboubacar,Traore,Jr,M,18,59,14,13,4,5,26,12,26,NA,2,NA,NA,NA,1
2025,Fla. Atlantic Owls,229,Matthew Alfred,Matthew Alfred,Matthew,Alfred,Sr,,17,60,14,4,NA,2,4,NA,11,NA,1,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Francesco Aiello,Francesco Aiello,Francesco,Aiello,Jr,F,10,61,14,2,1,1,8,4,11,NA,3,NA,NA,NA,1
2025,Fla. Atlantic Owls,229,Eli Conway,Eli Conway,Eli,Conway,Sr,F,11,60,14,12,2,3,21,8,8,NA,NA,NA,1,1,1
2025,Fla. Atlantic Owls,229,David Jesus,David Jesus,David,Jesus,Jr,F,29,511,13,2,NA,NA,6,1,7,NA,NA,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Ethan Schumaker,Ethan Schumaker,Ethan,Schumaker,Jr,,34,60,13,3,2,NA,5,3,8,NA,NA,NA,NA,NA,1
2025,Fla. Atlantic Owls,229,Fabian Wagner,Fabian Wagner,Fabian,Wagner,Jr,F,19,61,12,0,1,NA,9,4,4,NA,1,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Mesfin Roda,Mesfin Roda,Mesfin,Roda,So,F,37,57,12,0,NA,NA,2,NA,3,NA,1,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Josh Ainge,Josh Ainge,Josh,Ainge,So,F,15,510,11,11,NA,2,2,1,4,NA,NA,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Sebastian Zettl,Sebastian Zettl,Sebastian,Zettl,Sr,M,23,59,11,10,3,3,12,4,7,NA,2,NA,1,1,2
2025,Fla. Atlantic Owls,229,Alfred Mikkelsen,Alfred Mikkelsen,Alfred,Mikkelsen,Fr,GK,13,60,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Andreas Raisanen,Andreas Raisanen,Andreas,Raisanen,Sr,F,9,62,10,1,1,NA,4,2,2,NA,NA,NA,NA,NA,1
2025,Fla. Atlantic Owls,229,Elias Asikainen,Elias Asikainen,Elias,Asikainen,Fr,M,14,63,10,1,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Jaiden Paniagua,Jaiden Paniagua,Jaiden,Paniagua,Jr,D,12,511,8,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Jozo Cancar,Jozo Cancar,Jozo,Cancar,Sr,D,30,61,8,2,NA,NA,1,NA,5,NA,1,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Caleb Chapman,Caleb Chapman,Caleb,Chapman,Jr,D,8,511,8,3,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Emil Lausten,Emil Lausten,Emil,Lausten,Fr,D,16,NA,5,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Guilherme Pipolo,Guilherme Pipolo,Guilherme,Pipolo,Sr,GK,1,65,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Enzo Rabot,Enzo Rabot,Enzo,Rabot,Sr,,20,61,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Alseny Sano,Alseny Sano,Alseny,Sano,Jr,D,5,63,3,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Ednilson Voiles,Ednilson Voiles,Ednilson,Voiles,So,M,31,59,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Fla. Atlantic Owls,229,Jahiem Campbell,Jahiem Campbell,Jahiem,Campbell,Jr,D,25,61,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Andre Insalaco,Andre Insalaco,Andre,Insalaco,Sr,F,7,61,17,7,2,2,31,11,15,NA,4,NA,NA,NA,NA
2025,Fordham Rams,236,Luca Bernoth,Luca Bernoth,Luca,Bernoth,Sr,M,6,61,17,17,1,1,12,2,23,NA,3,NA,NA,NA,NA
2025,Fordham Rams,236,Daniel Lang,Daniel Lang,Daniel,Lang,So,D,26,61,17,17,5,3,28,12,8,NA,NA,NA,NA,NA,2
2025,Fordham Rams,236,Daniel D'Ippolito,Daniel D'Ippolito,Daniel,D'Ippolito,Sr,M,10,511,16,16,6,9,54,21,27,NA,5,NA,1,2,3
2025,Fordham Rams,236,Lukas Gatti,Lukas Gatti,Lukas,Gatti,Sr,D,18,61,16,16,NA,1,2,1,12,1,2,NA,NA,NA,NA
2025,Fordham Rams,236,Thomas Gray,Thomas Gray,Thomas,Gray,Sr,D,4,64,16,16,NA,1,6,3,22,NA,5,NA,NA,NA,NA
2025,Fordham Rams,236,Elias Betancourt,Elias Betancourt,Elias,Betancourt,Jr,M,21,59,16,11,2,1,7,4,23,NA,6,NA,NA,NA,NA
2025,Fordham Rams,236,Erik Krohnstad,Erik Krohnstad,Erik,Krohnstad,Sr,M,17,60,16,9,NA,NA,11,2,23,NA,2,NA,NA,NA,NA
2025,Fordham Rams,236,Bennett Leitner,Bennett Leitner,Bennett,Leitner,Sr,F,11,510,15,4,3,NA,6,5,2,1,2,NA,NA,NA,2
2025,Fordham Rams,236,Ede Gramberg,Ede Gramberg,Ede,Gramberg,Sr,F,8,62,15,15,1,2,18,5,17,NA,1,NA,NA,NA,NA
2025,Fordham Rams,236,Luke Pompliano,Luke Pompliano,Luke,Pompliano,Sr,F,12,61,15,12,3,1,31,13,19,NA,2,NA,NA,NA,1
2025,Fordham Rams,236,Jack Sias,Jack Sias,Jack,Sias,Sr,D,14,61,14,4,NA,1,3,1,4,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Emile Kisse,Emile Kisse,Emile,Kisse,So,F,9,511,14,9,4,2,32,16,8,NA,1,NA,NA,NA,NA
2025,Fordham Rams,236,Kamran Mojabi,Kamran Mojabi,Kamran,Mojabi,Jr,D,29,510,14,6,NA,NA,2,NA,5,NA,4,NA,NA,NA,NA
2025,Fordham Rams,236,Jon Varela,Jon Varela,Jon,Varela,Sr,D,3,61,12,10,NA,NA,1,NA,5,NA,2,NA,NA,NA,NA
2025,Fordham Rams,236,Tristan Stephani,Tristan Stephani,Tristan,Stephani,Sr,GK,1,64,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Nicholas Di Sessa,Nicholas Di Sessa,Nicholas,Di Sessa,Fr,M,23,58,11,1,1,1,7,4,7,NA,1,NA,NA,NA,NA
2025,Fordham Rams,236,Cosimo Tristani,Cosimo Tristani,Cosimo,Tristani,So,D,5,62,6,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Ryan Mattison,Ryan Mattison,Ryan,Mattison,So,F,15,57,4,0,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Joseph Giannola,Joseph Giannola,Joseph,Giannola,Sr,D,2,62,4,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Ryan Foley,Ryan Foley,Ryan,Foley,Sr,GK,0,64,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Luca Giannola,Luca Giannola,Luca,Giannola,So,D,16,57,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Fabio Sebastian Sanchez,Fabio Sebastian Sanchez,Fabio Sebastian,Sanchez,So,M,27,511,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Nicholas Mesquita,Nicholas Mesquita,Nicholas,Mesquita,Fr,M,24,511,2,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Leo Perelman,Leo Perelman,Leo,Perelman,Jr,GK,31,62,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Fordham Rams,236,Nikola Kolega,Nikola Kolega,Nikola,Kolega,Fr,M,19,60,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2025,Fordham Rams,236,Christian Pica,Christian Pica,Christian,Pica,Jr,D,28,510,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Furman Paladins,244,Ryan Reid,Ryan Reid,Ryan,Reid,So,F,20,57,18,15,3,4,20,8,13,NA,NA,NA,NA,NA,NA
2025,Furman Paladins,244,Connor Stout,Connor Stout,Connor,Stout,Fr,D,24,57,18,15,NA,5,5,2,16,NA,1,NA,NA,NA,NA
2025,Furman Paladins,244,Braden Dunham,Braden Dunham,Braden,Dunham,Fr,D,25,61,18,18,6,2,18,10,9,NA,3,NA,1,1,1
2025,Furman Paladins,244,Gianluca Rizzo,Gianluca Rizzo,Gianluca,Rizzo,Fr,D,22,510,18,1,3,1,11,6,8,NA,2,NA,NA,NA,NA
2025,Furman Paladins,244,Wilfer Bustamante,Wilfer Bustamante,Wilfer,Bustamante,So,F,17,58,18,5,7,6,24,13,12,NA,1,NA,NA,NA,3
2025,Furman Paladins,244,Gabe Cox,Gabe Cox,Gabe,Cox,So,MD,33,510,18,13,1,2,12,4,8,NA,2,NA,NA,NA,NA
2025,Furman Paladins,244,Diego Hernandez,Diego Hernandez,Diego,Hernandez,Jr,M,10,59,18,18,9,8,43,15,18,NA,3,NA,2,2,3
2025,Furman Paladins,244,Grayson Travis,Grayson Travis,Grayson,Travis,Fr,M,16,58,18,16,1,3,6,2,16,NA,NA,NA,NA,NA,1
2025,Furman Paladins,244,Luke Hutzell,Luke Hutzell,Luke,Hutzell,So,M,6,510,17,17,3,4,23,7,15,NA,6,NA,NA,NA,1
2025,Furman Paladins,244,Luke Munson,Luke Munson,Luke,Munson,Fr,D,27,511,17,17,NA,3,10,5,16,NA,2,NA,NA,NA,NA
2025,Furman Paladins,244,Ivan Horvat,Ivan Horvat,Ivan,Horvat,So,GK,30,63,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Furman Paladins,244,Jack Travis,Jack Travis,Jack,Travis,Jr,D,15,510,16,4,NA,1,2,1,4,NA,1,NA,NA,NA,NA
2025,Furman Paladins,244,Trip Campbell,Trip Campbell,Trip,Campbell,So,M,3,510,16,3,1,1,13,4,6,NA,1,NA,NA,NA,1
2025,Furman Paladins,244,Caleb Johnson,Caleb Johnson,Caleb,Johnson,Jr,M,11,510,16,13,3,2,15,7,13,NA,1,NA,NA,NA,1
2025,Furman Paladins,244,Landon Hill,Landon Hill,Landon,Hill,Jr,M,19,58,15,1,3,1,8,4,4,NA,NA,NA,NA,NA,NA
2025,Furman Paladins,244,Ryan Wagner,Ryan Wagner,Ryan,Wagner,So,D,5,64,15,15,1,1,18,7,15,1,5,NA,NA,NA,NA
2025,Furman Paladins,244,Connor Dunnigan,Connor Dunnigan,Connor,Dunnigan,Jr,MD,4,61,13,3,1,2,3,2,5,NA,2,NA,NA,NA,NA
2025,Furman Paladins,244,Reece Fragle,Reece Fragle,Reece,Fragle,Sr,D,2,510,11,0,NA,NA,1,1,5,NA,1,NA,NA,NA,NA
2025,Furman Paladins,244,Ben Boxall,Ben Boxall,Ben,Boxall,Jr,M,7,56,11,1,NA,3,1,1,4,NA,1,NA,NA,NA,NA
2025,Furman Paladins,244,Miguel Sosa,Miguel Sosa,Miguel,Sosa,So,M,14,59,10,0,NA,NA,1,1,12,NA,1,NA,NA,NA,NA
2025,Furman Paladins,244,Malachi Grant,Malachi Grant,Malachi,Grant,So,M,29,56,9,0,NA,NA,1,1,4,NA,1,NA,NA,NA,NA
2025,Furman Paladins,244,Lloyd Wamu Snell,Lloyd Wamu Snell,Lloyd,Wamu Snell,Sr,M,9,510,6,0,1,NA,4,2,NA,NA,NA,NA,NA,NA,1
2025,Furman Paladins,244,Jackson Price,Jackson Price,Jackson,Price,Sr,F,21,60,5,0,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
2025,Furman Paladins,244,Wesley Siegel,Wesley Siegel,Wesley,Siegel,So,M,8,60,5,5,1,NA,7,4,5,NA,2,NA,NA,NA,1
2025,Furman Paladins,244,Max Miller,Max Miller,Max,Miller,So,GK,0,60,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Furman Paladins,244,Wesley Goodwin,Wesley Goodwin,Wesley,Goodwin,So,M,13,511,3,0,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA
2025,Furman Paladins,244,Andrew Laplaca,Andrew Laplaca,Andrew,Laplaca,So,GK,31,61,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Furman Paladins,244,Beck Dean,Beck Dean,Beck,Dean,Jr,M,26,63,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Noah Holmstrom,Noah Holmstrom,Noah,Holmstrom,So,M,12,62,18,18,NA,2,8,4,8,NA,NA,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Lior Holtz,Lior Holtz,Lior,Holtz,Fr,D,5,510,18,17,NA,2,12,2,13,NA,3,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Pablo Portero,Pablo Portero,Pablo,Portero,So,M,21,61,18,14,NA,1,6,3,16,NA,2,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Edan Sears,Edan Sears,Edan,Sears,Sr,D,16,64,18,6,NA,1,1,NA,6,NA,1,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Nate Martinez,Nate Martinez,Nate,Martinez,Sr,GK,1,63,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Kevin Pierre,Kevin Pierre,Kevin,Pierre,Sr,M,8,61,18,17,1,2,16,5,22,NA,3,NA,NA,NA,1
2025,Ga. Southern Eagles,253,Mitch Picksley,Mitch Picksley,Mitch,Picksley,Jr,M,14,59,18,14,1,3,24,14,21,NA,2,NA,NA,NA,1
2025,Ga. Southern Eagles,253,Toby Nevile,Toby Nevile,Toby,Nevile,Jr,D,6,61,18,13,1,NA,7,4,9,NA,2,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Emil Seedorff Sorensen,Emil Seedorff Sorensen,Emil Seedorff,Sorensen,Fr,M,20,61,18,11,7,3,21,12,13,NA,1,NA,NA,1,3
2025,Ga. Southern Eagles,253,Joe O'Connor,Joe O'Connor,Joe,O'Connor,So,M,10,511,17,10,NA,NA,4,2,11,NA,NA,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Ricky Louis,Ricky Louis,Ricky,Louis,So,F,17,62,17,16,9,3,49,20,20,1,2,NA,1,3,4
2025,Ga. Southern Eagles,253,Finn Steele,Finn Steele,Finn,Steele,Sr,MD,27,510,17,13,NA,4,2,NA,13,NA,3,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Thomas Helgheim Jr.,Thomas Helgheim Jr.,Thomas,Helgheim Jr.,So,M,15,511,17,8,NA,2,7,2,12,NA,2,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,AJ Pama,AJ Pama,AJ,Pama,Jr,D,4,61,16,2,NA,NA,1,NA,3,NA,2,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Tomas Morales,Tomas Morales,Tomas,Morales,Jr,M,19,58,14,3,1,NA,13,8,9,NA,NA,NA,NA,NA,1
2025,Ga. Southern Eagles,253,Ryan Holmes,Ryan Holmes,Ryan,Holmes,Jr,F,7,63,13,6,3,1,15,5,9,1,NA,NA,NA,NA,2
2025,Ga. Southern Eagles,253,Julien Seher,Julien Seher,Julien,Seher,So,D,13,58,12,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Zachary Martin,Zachary Martin,Zachary,Martin,Sr,F,9,61,11,3,2,NA,5,3,7,NA,3,NA,1,1,1
2025,Ga. Southern Eagles,253,Harry Dale,Harry Dale,Harry,Dale,So,M,11,60,10,4,1,NA,9,4,8,NA,NA,NA,1,1,NA
2025,Ga. Southern Eagles,253,Manuel Flores,Manuel Flores,Manuel,Flores,Sr,FM,18,510,9,1,1,NA,6,2,4,NA,1,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Massimo Caruso,Massimo Caruso,Massimo,Caruso,So,D,25,57,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Ty Wilson,Ty Wilson,Ty,Wilson,Jr,FM,23,56,4,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Jelani Brathwaite,Jelani Brathwaite,Jelani,Brathwaite,Fr,D,26,58,4,1,NA,NA,3,NA,3,NA,1,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Carlos Colomer,Carlos Colomer,Carlos,Colomer,Fr,F,32,510,3,0,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA
2025,Ga. Southern Eagles,253,Jack Ireland,Jack Ireland,Jack,Ireland,Sr,F,24,61,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Samson Kpardeh,Samson Kpardeh,Samson,Kpardeh,So,M,39,58,17,17,9,4,58,31,14,NA,3,NA,NA,1,4
2025,Gardner-Webb Runnin' Bulldogs,1092,Pius Ssebulime,Pius Ssebulime,Pius,Ssebulime,Fr,M,20,NA,17,17,NA,NA,8,2,14,NA,1,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Lewis Johnson,Lewis Johnson,Lewis,Johnson,So,F,11,510,17,15,1,4,17,6,11,NA,NA,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Alan Horrocks,Alan Horrocks,Alan,Horrocks,Sr,GK,31,NA,17,17,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Tiago Campos,Tiago Campos,Tiago,Campos,Jr,M,7,NA,17,17,1,2,14,7,12,NA,3,NA,NA,NA,1
2025,Gardner-Webb Runnin' Bulldogs,1092,Robbie Lyons,Robbie Lyons,Robbie,Lyons,Sr,M,10,NA,16,16,5,5,42,14,14,NA,2,NA,1,2,1
2025,Gardner-Webb Runnin' Bulldogs,1092,Breno Correia,Breno Correia,Breno,Correia,Jr,D,2,NA,16,16,1,4,13,4,19,NA,4,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Alejandro Carrillo,Alejandro Carrillo,Alejandro,Carrillo,Jr,D,3,NA,16,9,1,NA,10,6,3,NA,2,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Javan Ochieng,Javan Ochieng,Javan,Ochieng,Fr,F,13,NA,16,8,4,2,26,9,33,NA,4,NA,NA,NA,1
2025,Gardner-Webb Runnin' Bulldogs,1092,Leo Andrade,Leo Andrade,Leo,Andrade,Sr,D,5,NA,15,15,1,1,8,3,25,1,3,NA,NA,NA,1
2025,Gardner-Webb Runnin' Bulldogs,1092,Franco Ocana,Franco Ocana,Franco,Ocana,Fr,M,42,NA,14,7,3,3,38,19,10,NA,4,NA,NA,NA,3
2025,Gardner-Webb Runnin' Bulldogs,1092,Jalen Moore,Jalen Moore,Jalen,Moore,So,D,12,NA,14,5,NA,1,4,NA,7,NA,1,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Lucas Christensen,Lucas Christensen,Lucas,Christensen,Sr,D,27,511,14,12,NA,NA,4,NA,8,NA,3,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Jaylen Orr,Jaylen Orr,Jaylen,Orr,Sr,F,26,NA,13,6,5,2,15,11,12,NA,1,NA,NA,NA,2
2025,Gardner-Webb Runnin' Bulldogs,1092,Filipe Moreira,Filipe Moreira,Filipe,Moreira,Jr,M,30,NA,13,2,2,2,10,4,6,NA,2,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Tony Yeboah,Tony Yeboah,Tony,Yeboah,Sr,F,17,56,11,0,NA,NA,7,NA,5,NA,1,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Ramesh Delsouz,Ramesh Delsouz,Ramesh,Delsouz,Sr,F,28,58,11,0,NA,NA,2,1,4,NA,1,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Will Cain,Will Cain,Will,Cain,Jr,M,15,510,9,0,NA,1,NA,NA,4,NA,1,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Yves Vaage,Yves Vaage,Yves,Vaage,So,D,4,62,9,2,1,2,3,2,6,NA,NA,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Nate Porterfield,Nate Porterfield,Nate,Porterfield,So,M,14,NA,7,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Matheus Spina,Matheus Spina,Matheus,Spina,Sr,F,33,57,6,0,NA,1,4,3,1,NA,NA,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Landon Dennis,Landon Dennis,Landon,Dennis,Fr,F,19,NA,5,0,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Luke Halkett,Luke Halkett,Luke,Halkett,Sr,M,6,62,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,Gardner-Webb Runnin' Bulldogs,1092,Sawyer Fitzrandolph,Sawyer Fitzrandolph,Sawyer,Fitzrandolph,Fr,M,21,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
