rank,team,conference,overall_wlt,overall_pct,overall_strk,conference_wlt,conference_pct,conference_strk,home_wlt,home_pct,home_strk,road_wlt,road_pct,road_strk,neutral_wlt,neutral_pct,neutral_strk,non_division_wlt,non_division_pct,non_division_strk
20,Grand Canyon,WAC,14-4-5,0.717,L1,3-1-3,0.643,W4,9-1-2,0.833,W2,2-3-3,0.438,L1,3-0,1.000,W4,1-0,1.000,L1
21,Saint Louis,Atlantic 10,13-3-8,0.708,L1,5-0-3,0.813,T1,8-0-6,0.786,W1,5-2-2,0.667,W1,0-1,0.000,L4,0-0,0.000,W5
22,Washington,Big Ten,16-6-2,0.708,W6,7-3,0.700,W1,5-2-1,0.688,L1,9-3-1,0.731,W4,2-1,0.667,W2,0-0,0.000,W1
23,Michigan,Big Ten,12-4-4,0.700,L2,6-2-2,0.700,L1,8-2-2,0.750,L1,3-1-2,0.667,T1,1-1,0.500,L1,0-0,0.000,
24,San Jose St.,WAC,12-4-4,0.700,L1,3-2-2,0.571,L1,3-1-3,0.643,W1,8-2-1,0.773,W2,1-1,0.500,L1,0-0,0.000,T1
25,UIC,MVC,10-3-5,0.694,L1,2-1-4,0.571,L1,6-1-2,0.778,W1,4-2-3,0.611,L1,0-0,0.000,L1,0-0,0.000,W3
26,Marshall,Sun Belt,12-4-5,0.690,L1,6-2-1,0.722,L1,9-1-1,0.864,W1,2-3-4,0.444,L1,1-0,1.000,W1,0-0,0.000,W5
27,West Virginia,Sun Belt,13-5-3,0.690,L1,7-2,0.778,L1,8-2-2,0.750,W1,5-3-1,0.611,L1,0-0,0.000,L1,0-0,0.000,L1
28,Kansas City,Summit League,12-4-5,0.690,L1,4-1-1,0.750,L1,7-0-3,0.850,W2,5-4-2,0.545,L2,0-0,0.000,L1,0-0,0.000,W2
29,Akron,Big East,13-5-3,0.690,L1,5-2-1,0.688,L1,8-3-1,0.708,L1,5-1-2,0.750,W2,0-1,0.000,L3,0-0,0.000,W1
30,FDU,NEC,13-5-3,0.690,L1,7-1-1,0.833,W5,8-0-2,0.900,W4,5-5-1,0.500,L1,0-0,0.000,L1,0-0,0.000,L1
31,North Florida,ASUN,12-5-2,0.684,T1,4-2,0.667,W1,6-0-1,0.929,W1,6-5-1,0.542,T1,0-0,0.000,L1,1-0,1.000,W3
32,South Fla.,American,9-3-5,0.676,L1,5-2-1,0.688,L1,4-3-3,0.550,L3,5-0-2,0.857,W4,0-0,0.000,L2,0-0,0.000,W1
33,California Baptist,WAC,10-4-3,0.676,L1,4-2-1,0.643,L1,5-2-2,0.667,L1,5-2-1,0.688,W3,0-0,0.000,L1,1-0,1.000,W1
34,Drake,MVC,8-2-7,0.676,T1,3-1-3,0.643,T1,5-0-4,0.778,T1,3-2-3,0.563,L1,0-0,0.000,L2,1-0,1.000,W2
35,Dayton,Atlantic 10,8-2-8,0.667,T1,4-1-3,0.688,T1,5-0-3,0.813,W2,3-2-3,0.563,T1,0-0-2,0.500,T2,1-0,1.000,W1
36,UC Irvine,Big West,11-4-6,0.667,L1,4-0-5,0.722,W3,9-0-3,0.875,W4,2-4-3,0.389,L1,0-0,0.000,W1,1-0,1.000,W2
37,UConn,Big East,12-5-4,0.667,L1,5-2-1,0.688,L1,7-2-2,0.727,W4,4-2-2,0.625,L1,1-1,0.500,L1,0-0,0.000,T1
38,Elon,CAA,9-3-7,0.658,T1,4-1-3,0.688,W3,7-0-3,0.850,W4,2-3-4,0.444,T1,0-0,0.000,W1,0-0,0.000,W2
39,Houston Christian,OVC,11-5-3,0.658,T1,5-3-2,0.600,T1,7-1-1,0.833,W1,3-4-2,0.444,T1,1-0,1.000,W2,0-0,0.000,W1
40,Indiana,Big Ten,12-6-1,0.658,L1,5-5,0.500,W1,9-2-1,0.792,L1,3-4,0.429,L2,0-0,0.000,L2,1-0,1.000,W6
41,Kentucky,Sun Belt,10-4-5,0.658,L2,7-1-1,0.833,L1,7-2-3,0.708,L1,3-2-2,0.571,L1,0-0,0.000,W5,0-0,0.000,
42,UNC Greensboro,SoCon,12-5-6,0.652,L1,3-2,0.600,L1,8-1-1,0.850,T1,3-4-5,0.458,L1,1-0,1.000,W1,0-0,0.000,W1
43,SMU,ACC,11-5-4,0.650,L1,3-2-3,0.563,W4,6-3-2,0.636,L1,3-2-2,0.571,W1,2-0,1.000,W2,0-0,0.000,W7
44,Duke,ACC,10-4-6,0.650,L1,4-2-2,0.625,L1,8-2-2,0.750,W1,2-2-4,0.500,L1,0-0,0.000,L9,1-0,1.000,W4
45,Oregon St.,WCC,10-5-2,0.647,L2,6-1-2,0.778,L1,5-2-1,0.688,L2,5-3-1,0.611,W3,0-0,0.000,L2,0-0,0.000,L1
46,Belmont,MVC,8-3-6,0.647,L1,3-2-2,0.571,L1,3-3-2,0.500,L1,5-0-4,0.778,W1,0-0,0.000,T1,0-0,0.000,W5
47,Purdue Fort Wayne,Horizon,8-3-6,0.647,L1,5-2-2,0.667,L1,5-1-3,0.722,T1,3-2-3,0.563,L1,0-0,0.000,L1,1-0,1.000,W2
48,Bucknell,Patriot,9-4-5,0.639,L1,4-2-3,0.611,L1,3-1-2,0.667,T2,6-3-3,0.625,L1,0-0,0.000,L2,0-0,0.000,T1
49,Iona,MAAC,9-4-5,0.639,L1,6-1-3,0.750,L1,5-2-1,0.688,W3,4-2-4,0.600,L1,0-0,0.000,L1,0-0,0.000,T1
50,LIU,NEC,8-3-7,0.639,L1,5-1-3,0.722,L1,4-0-3,0.786,W1,4-3-3,0.550,L1,0-0-1,0.500,T2,0-0,0.000,W3
51,Sacred Heart,MAAC,9-4-5,0.639,L1,7-0-3,0.850,L1,5-1-3,0.722,L1,4-3-2,0.556,W2,0-0,0.000,L3,0-0,0.000,W1
52,Utah Valley,WAC,8-4-3,0.633,L1,2-3-2,0.429,L1,6-2-1,0.722,L2,2-1-2,0.600,T2,0-1,0.000,L3,0-0,0.000,W1
53,Cleveland St.,Horizon,9-4-6,0.632,L1,5-1-3,0.722,W2,7-1-2,0.800,W2,2-3-4,0.444,L1,0-0,0.000,W1,0-0,0.000,W1
54,Marist,MAAC,8-4-4,0.625,W1,4-4-2,0.500,W1,3-2-2,0.571,T1,5-2-2,0.667,W1,0-0,0.000,W2,0-0,0.000,L1
55,Charlotte,American,8-4-4,0.625,T2,5-1-2,0.750,T2,6-1-2,0.778,T1,2-3-2,0.429,T1,0-0,0.000,W3,0-0,0.000,
56,Creighton,Big East,8-4-4,0.625,L1,4-2-2,0.625,L1,5-1-2,0.750,L1,2-3-2,0.429,W1,1-0,1.000,W1,0-0,0.000,
57,San Francisco,WCC,10-6-1,0.618,L1,5-4,0.556,L1,6-1,0.857,W3,4-5-1,0.450,L3,0-0,0.000,L3,0-0,0.000,W1
58,Bellarmine,ASUN,8-4-5,0.618,L1,3-1-2,0.667,L1,6-0-1,0.929,T1,2-4-4,0.400,L1,0-0,0.000,T2,1-0,1.000,W1
59,Denver,Summit League,12-7-3,0.614,T1,4-1-1,0.750,W2,10-1,0.909,W9,2-6-3,0.318,T2,0-0,0.000,T4,0-0,0.000,W1
60,Siena,MAAC,9-5-5,0.605,T1,6-1-3,0.750,W4,4-1-3,0.688,W3,5-4-2,0.545,T1,0-0,0.000,L1,0-0,0.000,W1
61,Stony Brook,CAA,9-5-5,0.605,L1,4-3-1,0.563,L1,6-3-2,0.636,W3,3-2-3,0.563,L1,0-0,0.000,L2,1-0,1.000,W3
62,North Carolina,ACC,9-5-6,0.600,T2,2-2-4,0.500,L1,6-2-3,0.682,T1,3-3-3,0.500,T1,0-0,0.000,T1,0-0,0.000,
63,Campbell,CAA,10-6-4,0.600,L1,4-2-2,0.625,L1,6-3-1,0.650,W4,4-3-3,0.550,L2,0-0,0.000,W1,1-0,1.000,W4
64,Lehigh,Patriot,9-5-6,0.600,T1,5-1-3,0.722,T1,6-2-3,0.682,T1,3-3-3,0.500,T1,0-0,0.000,L3,0-0,0.000,W6
65,Liberty,OVC,9-5-6,0.600,L1,4-2-4,0.600,L1,7-2-1,0.750,W2,1-2-5,0.438,L1,1-1,0.500,L1,1-0,1.000,W7
66,UCF,Sun Belt,11-7-3,0.595,L1,4-3-2,0.556,W3,7-2,0.778,W5,3-5-3,0.409,L1,1-0,1.000,W1,0-0,0.000,W3
67,Virginia Tech,ACC,7-4-5,0.594,L1,2-3-3,0.438,L1,6-1-2,0.778,W4,1-3-3,0.357,L1,0-0,0.000,L2,0-0,0.000,W2
68,Wake Forest,ACC,7-4-6,0.588,L1,2-3-3,0.438,L1,6-2-4,0.667,W1,1-2-2,0.400,L1,0-0,0.000,T1,0-0,0.000,
69,NIU,MVC,8-5-4,0.588,L1,3-1-3,0.643,L1,5-3-1,0.611,L1,3-2-3,0.563,L1,0-0,0.000,W1,1-0,1.000,W1
70,Penn,Ivy League,8-5-4,0.588,L2,3-2-2,0.571,L2,6-3-1,0.650,L1,2-1-3,0.583,W1,0-1,0.000,L2,0-0,0.000,L2
71,Fairfield,MAAC,8-5-5,0.583,L1,5-1-4,0.700,L1,5-2-3,0.650,W3,3-3-2,0.500,L1,0-0,0.000,L1,0-0,0.000,W1
72,St. John's (NY),Big East,9-6-4,0.579,L1,3-3-2,0.500,T1,5-2-3,0.650,W1,4-4-1,0.500,L1,0-0,0.000,L2,1-0,1.000,W3
73,Seton Hall,Big East,7-4-8,0.579,L1,3-1-4,0.625,L1,4-2-6,0.583,T1,3-2-2,0.571,L1,0-0,0.000,W1,0-0,0.000,W1
74,Cal Poly,Big West,9-6-5,0.575,L1,5-2-2,0.667,L1,5-2-2,0.667,W2,4-4-3,0.500,L1,0-0,0.000,L3,0-0,0.000,W4
75,Duquesne,Atlantic 10,8-6-2,0.563,L2,2-6,0.250,L2,5-2-1,0.688,L1,3-4-1,0.438,L1,0-0,0.000,W2,1-0,1.000,W5
76,Robert Morris,Horizon,6-4-7,0.559,L1,3-1-5,0.611,L1,3-0-3,0.750,T2,3-4-4,0.455,L1,0-0,0.000,W1,0-0,0.000,L1
77,Northwestern,Big Ten,8-6-3,0.559,W1,3-5-2,0.400,W1,6-2-2,0.700,W2,2-4-1,0.357,L2,0-0,0.000,W1,0-0,0.000,W4
78,Rutgers,Big Ten,8-6-3,0.559,L1,3-5-2,0.400,L1,6-1-1,0.813,T1,2-5-2,0.333,L3,0-0,0.000,L3,0-0,0.000,T3
79,St. Thomas (MN),Summit League,7-5-5,0.559,T1,1-3-2,0.333,T1,4-0-4,0.750,T2,3-5-1,0.389,L1,0-0,0.000,W1,1-0,1.000,W5
80,Clemson,ACC,8-6-3,0.559,L2,4-2-2,0.625,L1,7-4-1,0.625,L2,1-2-2,0.400,L2,0-0,0.000,T1,0-0,0.000,W2
81,Green Bay,Horizon,9-7-2,0.556,T1,5-3-1,0.611,T1,4-3-1,0.563,W3,5-4-1,0.550,T1,0-0,0.000,W2,0-0,0.000,W1
82,Boston U.,Patriot,10-8,0.556,L1,5-4,0.556,L1,6-2,0.750,W2,4-6,0.400,L3,0-0,0.000,T1,0-0,0.000,W1
83,Fordham,Atlantic 10,8-6-4,0.556,L1,5-1-2,0.750,L1,5-3-1,0.611,L1,3-3-2,0.500,L2,0-0-1,0.500,T1,0-0,0.000,L1
84,UCLA,Big Ten,8-6-5,0.553,T1,5-3-2,0.600,W4,4-1-3,0.688,T1,3-5-2,0.400,W3,1-0,1.000,W1,0-0,0.000,W1
85,Davidson,Atlantic 10,9-7-3,0.553,L1,4-2-2,0.625,L1,7-1-2,0.800,W1,2-6-1,0.278,L2,0-0,0.000,T1,1-0,1.000,W3
86,Evansville,MVC,7-5-8,0.550,L1,3-1-3,0.643,L1,4-2-4,0.600,L1,3-3-4,0.500,L1,0-0,0.000,W3,0-0,0.000,W2
87,Notre Dame,ACC,9-7-4,0.550,L1,3-3-2,0.500,L2,6-4-2,0.583,L2,3-3-2,0.500,L1,0-0,0.000,L1,1-0,1.000,W6
88,Cal St. Fullerton,Big West,8-6-6,0.550,T1,5-3-1,0.611,T1,2-3-3,0.438,T1,6-3-3,0.625,L1,0-0,0.000,W4,0-0,0.000,W2
89,UC Santa Barbara,Big West,7-5-8,0.550,L1,4-0-5,0.722,L1,5-2-4,0.636,L1,2-3-4,0.444,T1,0-0,0.000,L1,0-0,0.000,
90,Niagara,MAAC,8-7-1,0.531,L1,5-4-1,0.550,L1,6-0-1,0.929,W2,2-7,0.222,L3,0-0,0.000,W1,0-0,0.000,L1
91,George Mason,Atlantic 10,7-6-3,0.531,L1,4-2-2,0.625,L1,2-4-2,0.375,T1,5-2-1,0.688,L1,0-0,0.000,L1,0-0,0.000,W3
92,Massachusetts,Summit League,6-5-6,0.529,L1,1-3-2,0.333,L1,5-3-1,0.611,L1,1-2-5,0.438,T3,0-0,0.000,L1,0-0,0.000,W4
93,Santa Clara,WCC,6-5-7,0.528,W1,3-3-3,0.500,W1,4-2-2,0.625,W2,2-3-5,0.450,T1,0-0,0.000,L1,0-0,0.000,
94,Army West Point,Patriot,7-6-5,0.528,L1,5-3-1,0.611,L1,4-4-3,0.500,L1,2-2-2,0.500,W2,1-0,1.000,W2,0-0,0.000,W3
95,Villanova,Big East,7-6-5,0.528,W2,2-3-3,0.438,W1,5-2-4,0.636,W1,2-4-1,0.357,W1,0-0,0.000,L2,1-0,1.000,W2
96,Syracuse,ACC,9-8-3,0.525,L2,4-3-1,0.563,L1,5-4-2,0.545,L1,4-3-1,0.563,W1,0-1,0.000,L1,0-0,0.000,W2
97,Lafayette,Patriot,8-7-7,0.523,L1,3-2-4,0.556,T1,4-2-2,0.625,W1,4-5-5,0.464,L1,0-0,0.000,W1,0-0,0.000,W1
98,UMass Lowell,America East,7-7-4,0.500,L1,2-3-2,0.429,L1,3-4,0.429,L2,4-3-4,0.545,L1,0-0,0.000,W3,0-0,0.000,W2
99,Marquette,Big East,7-7-2,0.500,L2,1-7,0.125,L2,6-3-2,0.636,L1,1-4,0.200,L3,0-0,0.000,L1,1-0,1.000,W2
100,UMBC,America East,6-6-5,0.500,T2,2-3-2,0.429,T2,4-3-1,0.563,W1,2-3-4,0.444,T2,0-0,0.000,L2,0-0,0.000,W1
101,UNC Asheville,Big South,7-7-2,0.500,L2,3-3-1,0.500,L2,4-5-1,0.450,L3,3-2-1,0.583,W2,0-0,0.000,L10,0-0,0.000,W6
102,New Haven,NEC,5-5-6,0.500,W1,3-3-3,0.500,W1,3-0-2,0.800,W1,2-5-4,0.364,T2,0-0,0.000,T1,0-0,0.000,T1
103,Old Dominion,Sun Belt,5-5-8,0.500,T4,1-3-5,0.389,T4,3-2-3,0.563,T3,2-3-5,0.450,T2,0-0,0.000,L1,1-0,1.000,W2
104,Missouri St.,American,6-6-4,0.500,L1,3-3-2,0.500,L1,4-1-2,0.714,T1,2-4-2,0.375,L1,0-1,0.000,L1,0-0,0.000,W2
105,VCU,Atlantic 10,6-6-5,0.500,L1,3-2-3,0.563,L1,1-3-4,0.375,W1,5-3-1,0.611,L1,0-0,0.000,T1,0-0,0.000,W2
106,Wisconsin,Big Ten,8-8,0.500,W2,4-6,0.400,W1,7-4,0.636,W5,1-4,0.200,L3,0-0,0.000,W1,1-0,1.000,W2
107,American,Patriot,8-8-2,0.500,L1,7-1-1,0.833,L1,6-1-1,0.813,L1,2-7-1,0.250,W1,0-0,0.000,T1,0-0,0.000,T1
108,CSUN,Big West,6-6-6,0.500,T1,1-5-3,0.278,T1,3-2-4,0.556,T1,3-4-2,0.444,L3,0-0,0.000,T1,1-0,1.000,W1
109,California,ACC,8-8-2,0.500,L1,2-5-1,0.313,L1,2-3-2,0.429,W2,6-4,0.600,W1,0-1,0.000,L3,0-0,0.000,W1
110,Harvard,Ivy League,6-6-5,0.500,L1,2-3-2,0.429,L1,3-3-4,0.500,T1,3-3-1,0.500,L1,0-0,0.000,L2,0-0,0.000,W1
111,Presbyterian,Big South,7-8-5,0.475,L1,3-3-1,0.500,L1,5-1-2,0.750,W2,2-7-3,0.292,L3,0-0,0.000,L1,1-0,1.000,W4
112,LMU (CA),WCC,5-6-7,0.472,L1,1-3-5,0.389,L1,4-0-5,0.722,T4,1-6-2,0.222,L1,0-0,0.000,T1,0-0,0.000,
113,Pittsburgh,ACC,6-7-5,0.472,L1,1-4-3,0.313,L1,5-1-4,0.700,T1,1-6-1,0.188,L1,0-0,0.000,L2,0-0,0.000,L2
114,Saint Francis,NEC,8-9-1,0.472,L1,7-2,0.778,L1,6-3,0.667,W6,2-6-1,0.278,L3,0-0,0.000,L1,0-0,0.000,L1
115,Saint Joseph's,Atlantic 10,6-7-5,0.472,T1,3-2-3,0.563,T2,5-1-2,0.750,L1,1-6-3,0.250,T1,0-0,0.000,L1,0-0,0.000,T2
116,Jacksonville,ASUN,6-7-5,0.472,T1,2-2-2,0.500,T1,4-1-2,0.714,W2,1-6-3,0.250,T1,1-0,1.000,W1,1-0,1.000,W1
117,Queens (NC),ASUN,5-6-6,0.471,T1,0-2-4,0.333,T1,4-0-3,0.786,T2,1-6-3,0.250,L1,0-0,0.000,L3,0-0,0.000,L1
118,UAlbany,America East,5-6-6,0.471,T2,3-2-2,0.571,T2,4-1-3,0.688,T2,1-5-3,0.278,L1,0-0,0.000,T1,0-0,0.000,W2
119,La Salle,Atlantic 10,4-5-8,0.471,L1,2-2-4,0.500,L1,1-2-5,0.438,T1,3-3-3,0.500,L1,0-0,0.000,L6,1-0,1.000,W3
120,Loyola Chicago,Atlantic 10,4-5-7,0.469,L1,1-3-4,0.375,L1,2-3-4,0.444,T1,2-2-3,0.500,L1,0-0,0.000,T2,1-0,1.000,W2
121,Providence,Big East,6-7-3,0.469,L1,4-2-2,0.625,L1,3-3-2,0.500,T2,3-3-1,0.500,W1,0-1,0.000,L2,0-0,0.000,L1
122,FGCU,ASUN,6-7-3,0.469,L1,2-3-1,0.417,L1,3-2,0.600,L1,3-5-3,0.409,W1,0-0,0.000,T1,1-0,1.000,T1
123,Xavier,Big East,5-6-4,0.467,T1,1-4-3,0.313,T1,2-3-2,0.429,T1,3-3-2,0.500,L2,0-0,0.000,T1,0-0,0.000,T1
124,UAB,American,6-7-2,0.467,W2,3-4-1,0.438,W2,3-3-1,0.500,W1,3-4-1,0.438,W1,0-0,0.000,L4,0-0,0.000,W2
125,Brown,Ivy League,6-7-2,0.467,L1,2-4-1,0.357,L1,4-2-2,0.625,W1,2-5,0.286,L4,0-0,0.000,L1,0-0,0.000,W2
126,Western Mich.,MVC,8-10-4,0.455,L1,2-2-3,0.500,W1,4-2-3,0.611,W1,4-8-1,0.346,L1,0-0,0.000,L2,1-0,1.000,W5
127,FIU,American,7-9-3,0.447,L1,4-4,0.500,L1,6-1-2,0.778,W2,1-7-1,0.167,T1,0-1,0.000,L2,0-0,0.000,W8
128,San Diego St.,WAC,7-9-2,0.444,L2,3-2-2,0.571,L2,3-6-1,0.350,L1,4-2-1,0.643,W1,0-1,0.000,L2,1-0,1.000,W2
129,South Carolina,Sun Belt,7-9-2,0.444,L5,1-6-2,0.222,L5,4-5-2,0.455,L2,3-4,0.429,L3,0-0,0.000,L6,0-0,0.000,W2
130,UIW,OVC,5-7-6,0.444,W1,1-5-4,0.300,W1,4-3-4,0.545,W1,1-4-2,0.286,L3,0-0,0.000,W2,1-0,1.000,T1
131,Stetson,ASUN,6-8-3,0.441,T1,2-3-1,0.417,T1,3-1-2,0.667,W1,2-7-1,0.250,T1,1-0,1.000,W2,1-0,1.000,L2
132,Col. of Charleston,CAA,6-8-3,0.441,W2,3-3-2,0.500,W2,4-4-2,0.500,W1,2-4-1,0.357,W1,0-0,0.000,L1,0-0,0.000,T1
133,IU Indy,Horizon,6-8-3,0.441,W1,3-5-1,0.389,W1,2-5,0.286,L1,4-3-3,0.550,W1,0-0,0.000,L1,0-0,0.000,W5
134,Boston College,ACC,7-9-1,0.441,L1,1-6-1,0.188,L3,6-4-1,0.591,W1,1-5,0.167,L4,0-0,0.000,L1,2-0,1.000,W9
135,Colgate,Patriot,5-7-5,0.441,L1,1-4-4,0.333,L1,4-1-2,0.714,T1,1-6-3,0.250,L1,0-0,0.000,W4,0-0,0.000,W1
136,Louisville,ACC,5-7-5,0.441,L1,1-5-2,0.250,L1,3-3-3,0.500,T1,2-4-2,0.375,L1,0-0,0.000,W1,0-0,0.000,W1
137,UNLV,WAC,4-6-6,0.438,L2,1-2-4,0.429,L2,4-2-3,0.611,L1,0-4-3,0.214,L1,0-0,0.000,L2,0-0,0.000,W1
138,Drexel,CAA,4-6-6,0.438,L2,2-5-1,0.313,L3,3-3-2,0.500,L1,1-2-3,0.417,L2,0-1-1,0.250,T1,0-0,0.000,W1
139,Milwaukee,Horizon,4-7-8,0.421,L1,3-1-5,0.611,L1,3-2-5,0.550,L1,1-5-3,0.278,T1,0-0,0.000,L4,0-0,0.000,
140,New Hampshire,America East,5-8-5,0.417,L1,3-3-1,0.500,L1,2-4-3,0.389,T1,3-4-2,0.444,L1,0-0,0.000,L1,0-0,0.000,W5
141,Quinnipiac,MAAC,7-10-1,0.417,L1,5-5,0.500,L1,6-2,0.750,W3,1-8-1,0.150,L1,0-0,0.000,L1,1-0,1.000,W3
142,Seattle U,WCC,4-7-6,0.412,W1,2-4-3,0.389,W1,3-2-3,0.563,W1,1-5-3,0.278,L3,0-0,0.000,W2,0-0,0.000,L1
143,Penn St.,Big Ten,5-8-4,0.412,T1,1-6-3,0.250,T1,4-3-3,0.550,T1,1-5-1,0.214,L3,0-0,0.000,L1,1-0,1.000,W4
144,Utah Tech,WAC,4-7-6,0.412,L1,3-1-3,0.643,L1,3-1-2,0.667,T1,1-5-4,0.300,W1,0-1,0.000,L3,0-0,0.000,L1
145,Bowling Green,MVC,5-8-4,0.412,L1,1-4-2,0.286,L1,3-2-2,0.571,T1,2-6-2,0.300,L1,0-0,0.000,L1,0-0,0.000,W1
146,Michigan St.,Big Ten,5-8-3,0.406,L1,2-5-3,0.350,L1,4-4-1,0.500,L2,1-4-2,0.286,T1,0-0,0.000,T1,0-0,0.000,W1
147,Monmouth,CAA,5-8-3,0.406,L4,2-3-3,0.438,L3,1-4-2,0.286,L2,4-4-1,0.500,L2,0-0,0.000,T1,0-0,0.000,W3
148,Gonzaga,WCC,5-8-3,0.406,W1,2-5-2,0.333,W1,2-2-1,0.500,W1,3-6-2,0.364,L1,0-0,0.000,W4,1-0,1.000,W1
149,Northeastern,CAA,4-7-4,0.400,L1,2-5-1,0.313,L1,2-2-3,0.500,T1,2-5-1,0.313,L1,0-0,0.000,L3,0-0,0.000,T1
150,Mercer,SoCon,5-9-4,0.389,L2,3-1-1,0.700,L2,3-3-4,0.500,L1,2-6,0.250,L1,0-0,0.000,L1,1-0,1.000,W1
151,Tulsa,American,5-9-4,0.389,L1,3-3-2,0.500,L1,3-5-2,0.400,T1,2-3-2,0.429,W1,0-1,0.000,L1,0-0,0.000,W2
152,Georgia St.,Sun Belt,4-8-6,0.389,L3,2-4-3,0.389,L3,3-1-4,0.625,L1,1-7-2,0.200,L5,0-0,0.000,L2,0-0,0.000,W2
153,Holy Cross,Patriot,4-8-6,0.389,L2,1-5-3,0.278,L2,2-3-3,0.438,L1,2-5-3,0.350,L1,0-0,0.000,L1,1-0,1.000,W2
154,Rhode Island,Atlantic 10,4-8-5,0.382,T2,2-3-3,0.438,T2,2-3-4,0.444,T1,2-5-1,0.313,T1,0-0,0.000,L1,0-0,0.000,L1
155,Manhattan,MAAC,4-8-4,0.375,L1,3-4-3,0.450,L1,2-4-1,0.357,L1,2-4-2,0.375,T1,0-0-1,0.500,T1,1-0,1.000,W1
156,UNCW,CAA,5-9-2,0.375,L3,4-4,0.500,L2,4-3,0.571,W1,1-6-2,0.222,L6,0-0,0.000,T1,0-0,0.000,W1
157,Ohio St.,Big Ten,6-10,0.375,L1,3-7,0.300,L1,4-5,0.444,W1,2-5,0.286,L4,0-0,0.000,L1,0-0,0.000,W1
158,SIUE,OVC,6-11-2,0.368,L1,4-4-2,0.500,L1,3-5,0.375,L1,2-6-2,0.300,L1,1-0,1.000,W2,0-0,0.000,W3
159,UC Davis,Big West,4-9-6,0.368,L1,4-3-2,0.556,L1,3-3-2,0.500,W3,1-6-4,0.273,L1,0-0,0.000,W3,0-0,0.000,L3
160,Wofford,SoCon,6-11-2,0.368,L1,1-4,0.200,L1,2-6,0.250,L3,3-5-2,0.400,L2,1-0,1.000,W2,0-0,0.000,W1
