rank,team,conference,overall_wlt,overall_pct,overall_strk,conference_wlt,conference_pct,conference_strk,home_wlt,home_pct,home_strk,road_wlt,road_pct,road_strk,neutral_wlt,neutral_pct,neutral_strk,non_division_wlt,non_division_pct,non_division_strk
161,Lehigh,Patriot,6-10-3,0.395,L1,4-4-1,0.500,L1,4-4-2,0.500,L2,2-6-1,0.278,L1,0-0,0.000,L3,0-0,0.000,W6
162,Sacramento St.,Big West,6-10-2,0.389,L3,3-6,0.333,L3,4-2-1,0.643,L1,2-8-1,0.227,L5,0-0,0.000,L1,0-0,0.000,W3
163,Gonzaga,WCC,6-10-2,0.389,L8,0-8,0.000,L12,5-5-1,0.500,L4,1-5-1,0.214,L4,0-0,0.000,W4,1-0,1.000,W1
164,Xavier,Big East,4-8-5,0.382,L3,1-5-2,0.250,L3,4-3-3,0.550,L1,0-5-2,0.143,L4,0-0,0.000,T1,0-0,0.000,T1
165,IU Indy,Horizon,5-9-3,0.382,L3,2-6-1,0.278,L3,2-4-1,0.357,L1,3-5-2,0.400,L4,0-0,0.000,L1,0-0,0.000,W5
166,Georgia St.,Sun Belt,4-8-5,0.382,L1,1-5-3,0.278,L1,1-4-3,0.313,L1,3-4-2,0.444,W1,0-0,0.000,L2,0-0,0.000,W2
167,Pacific,WCC,4-8-4,0.375,W2,2-5-1,0.313,W2,2-4-1,0.357,W1,2-4-3,0.389,W1,0-0,0.000,W2,0-0,0.000,W1
168,Penn St.,Big Ten,5-9-2,0.375,L4,2-6-2,0.300,L4,4-4-1,0.500,L1,1-5-1,0.214,L3,0-0,0.000,L1,0-0,0.000,W3
169,Navy,Patriot,4-8-4,0.375,L2,3-5-1,0.389,L2,2-4-3,0.389,L2,2-3-1,0.417,W1,0-1,0.000,L1,0-0,0.000,W4
170,Bradley,MVC,4-8-4,0.375,T1,1-5-2,0.250,T1,3-4-1,0.438,T1,1-4-3,0.313,L1,0-0,0.000,W1,0-0,0.000,W1
171,Canisius,MAAC,4-8-4,0.375,W1,2-3-3,0.438,W1,4-2-2,0.625,W2,0-6-2,0.125,T2,0-0,0.000,W1,0-0,0.000,L4
172,Loyola Chicago,Atlantic 10,5-9-2,0.375,W1,3-4-1,0.438,W1,4-2-1,0.643,W3,1-7-1,0.167,L1,0-0,0.000,T2,1-0,1.000,W2
173,Grand Canyon,WAC,5-10-3,0.361,L4,2-6-1,0.278,L4,3-5-1,0.389,L2,1-5-2,0.250,L2,1-0,1.000,W1,0-0,0.000,L1
174,UC San Diego,Big West,4-9-5,0.361,T1,3-5-1,0.389,T1,4-4-2,0.500,T1,0-5-3,0.188,L4,0-0,0.000,L2,0-0,0.000,L2
175,Queens (NC),ASUN,5-10-3,0.361,L1,2-2-3,0.500,L1,2-4-1,0.357,L2,3-5-2,0.400,W2,0-1,0.000,L3,0-0,0.000,L1
176,Holy Cross,Patriot,4-9-5,0.361,T2,3-3-3,0.500,T2,4-3-2,0.556,T1,0-6-3,0.167,T1,0-0,0.000,L1,0-0,0.000,W1
177,Longwood,Big South,5-10-3,0.361,L1,2-4-1,0.357,L1,2-3-2,0.429,T1,3-7-1,0.318,L1,0-0,0.000,L1,0-0,0.000,W2
178,William & Mary,CAA,5-10-1,0.344,W1,3-4-1,0.438,W1,2-6,0.250,L4,3-4-1,0.438,W1,0-0,0.000,L1,0-0,0.000,T1
179,Lipscomb,ASUN,3-8-5,0.344,L2,1-4-2,0.286,L1,2-2-2,0.500,T1,1-6-3,0.250,L5,0-0,0.000,L1,0-0,0.000,W2
180,VMI,SoCon,5-11-2,0.333,L5,0-5,0.000,L89,5-4,0.556,L3,0-6-2,0.125,L2,0-1,0.000,L2,4-0,1.000,W10
181,Utah Tech,WAC,4-10-4,0.333,L1,3-4-2,0.444,L1,2-3-2,0.429,W1,2-6-2,0.300,L1,0-1,0.000,L2,0-0,0.000,L1
182,FGCU,ASUN,4-10-3,0.324,L1,3-3-1,0.500,L1,3-3-1,0.500,L1,1-7-1,0.167,L2,0-0-1,0.500,T1,1-0,1.000,T1
183,Butler,Big East,4-10-3,0.324,L2,1-7,0.125,L2,4-4-2,0.500,L1,0-6-1,0.071,L2,0-0,0.000,L2,0-0,0.000,W1
184,CSUN,Big West,2-8-7,0.324,T2,0-5-4,0.222,T2,1-2-5,0.438,T1,1-6-2,0.222,T1,0-0,0.000,T1,0-0,0.000,
185,Fairfield,MAAC,3-9-5,0.324,L1,2-3-3,0.438,L1,2-3-1,0.417,T1,1-6-4,0.273,L2,0-0,0.000,L1,0-0,0.000,W1
186,St. Thomas (MN),Summit League,4-10-2,0.313,L3,1-7,0.125,L3,2-6-1,0.278,L6,2-4-1,0.357,L1,0-0,0.000,W1,1-0,1.000,W4
187,Winthrop,Big South,5-12-1,0.306,L3,4-3,0.571,L2,3-5,0.375,L3,2-7-1,0.250,L1,0-0,0.000,L2,0-0,0.000,W12
188,Tulsa,The American,3-9-3,0.300,L1,2-4-1,0.357,L1,2-4-2,0.375,L2,1-5-1,0.214,W1,0-0,0.000,T1,0-0,0.000,W2
189,Saint Mary's (CA),WCC,2-9-6,0.294,L2,1-4-3,0.313,L2,2-5-1,0.313,L1,0-4-5,0.278,L1,0-0,0.000,W2,0-0,0.000,W3
190,Army West Point,Patriot,4-11-2,0.294,L1,1-7-1,0.167,L1,1-6-1,0.188,T1,2-5-1,0.313,L2,1-0,1.000,W1,0-0,0.000,W3
191,Detroit Mercy,Horizon,3-10-4,0.294,L1,2-3-4,0.444,L1,2-3-1,0.417,L1,1-7-3,0.227,T2,0-0,0.000,T1,0-0,0.000,W2
192,Stony Brook,CAA,3-10-3,0.281,L5,0-6-2,0.125,L4,3-4-1,0.438,L2,0-6-2,0.125,L5,0-0,0.000,L2,1-0,1.000,W2
193,Yale,Ivy League,4-11-1,0.281,L7,1-6,0.143,L6,3-4-1,0.438,L2,1-7,0.125,L5,0-0,0.000,W2,1-0,1.000,W1
194,Coastal Carolina,Sun Belt,3-10-3,0.281,L1,1-5-3,0.278,L1,2-8-1,0.227,L2,1-2-2,0.400,T1,0-0,0.000,L2,0-0,0.000,W2
195,Mount St. Mary's,MAAC,3-11-4,0.278,L2,3-3-2,0.500,L2,2-3-3,0.438,L1,1-8-1,0.150,L2,0-0,0.000,L4,0-0,0.000,W1
196,UAlbany,America East,4-12-2,0.278,L1,1-5-1,0.214,L1,1-6-1,0.188,L2,3-6-1,0.350,T1,0-0,0.000,T1,0-0,0.000,W2
197,Saint Joseph's,Atlantic 10,4-12-1,0.265,L1,1-7,0.125,L1,4-5,0.444,W1,0-7-1,0.063,L5,0-0,0.000,L1,0-0,0.000,T2
198,Saint Peter's,MAAC,2-10-4,0.250,L1,2-4-2,0.375,L1,1-4-2,0.286,L1,1-6-2,0.222,W1,0-0,0.000,L1,0-0,0.000,W1
199,Merrimack,MAAC,3-11-2,0.250,W1,2-4-2,0.375,W1,1-5-1,0.214,W1,2-6-1,0.278,L1,0-0,0.000,L3,0-0,0.000,W1
200,Villanova,Big East,1-10-6,0.235,L1,0-7-1,0.063,L2,1-3-5,0.389,T1,0-7-1,0.063,L4,0-0,0.000,L2,0-0,0.000,W1
201,George Washington,Atlantic 10,3-12-2,0.235,L4,1-6-1,0.188,L3,2-4-1,0.357,L1,1-8-1,0.150,L5,0-0,0.000,L2,0-0,0.000,L1
202,Chicago St.,NEC,3-11-1,0.233,W1,2-5-1,0.313,W1,1-3-1,0.300,W1,2-8,0.200,L2,0-0,0.000,L1,0-0,0.000,
203,NIU,MVC,3-12-1,0.219,T1,1-6-1,0.188,T1,2-7,0.222,L5,1-5-1,0.214,T1,0-0,0.000,W1,0-0,0.000,W1
204,Howard,NEC,2-11-3,0.219,L4,2-5-1,0.313,L4,2-2-2,0.500,L2,0-9-1,0.050,L4,0-0,0.000,L1,0-0,0.000,W1
205,Eastern Ill.,OVC,2-12-2,0.188,L2,1-8-1,0.150,L2,1-6-1,0.188,L2,1-6-1,0.188,W1,0-0,0.000,L1,1-0,1.000,W3
206,Niagara,MAAC,2-12-2,0.188,L6,0-7-1,0.063,L6,2-4-1,0.357,L3,0-8-1,0.056,L4,0-0,0.000,W1,0-0,0.000,L1
207,USC Upstate,Big South,3-14,0.176,L3,2-5,0.286,L2,2-6,0.250,L1,1-8,0.111,L2,0-0,0.000,W1,0-0,0.000,L1
208,Southern Ind.,OVC,2-14-2,0.167,L2,1-7-2,0.200,L2,2-5-1,0.313,L1,0-9-1,0.050,L1,0-0,0.000,L2,1-0,1.000,W1
209,Columbia,Ivy League,1-12-1,0.107,L4,1-5-1,0.214,L4,1-5,0.167,L2,0-7-1,0.063,L2,0-0,0.000,W1,0-0,0.000,W1
210,Radford,Big South,0-13-3,0.094,T1,0-5-2,0.143,T1,0-4-2,0.167,L1,0-9-1,0.050,T1,0-0,0.000,T1,0-0,0.000,W5
211,Central Conn. St.,NEC,1-14-1,0.094,W1,1-7,0.125,W1,1-5-1,0.214,W1,0-9,0.000,L10,0-0,0.000,L1,0-0,0.000,W1
212,Air Force,WAC,1-15-1,0.088,L6,1-8,0.111,L6,0-8,0.000,L9,1-7-1,0.167,L3,0-0,0.000,L1,0-0,0.000,W3
